query_name,gbif_name,iucn_assessment_year,iucn_redlist_category,AOO.range,AOO_assessment,AOO_assessment_cat,EOO.range,EOO_assessment,EOO_assessment_cat,NOP,GBIF_points_in_NA,MER,AOOkm2,AOOcat,EOOkm2,EOOcat,EOOkm2_manual,EOO_manual_cat,EOOkm2_clipped,EOO_clipped_cat,NOP_old,MER_old,AOOkm2_old,AOOcat_old,EOOkm2_old,EOOcat_old,EOOkm2_manual_old,EOO_manual_old_cat,EOOkm2_clipped_old,EOO_clipped_old_cat,NOP_recent,MER_recent,AOOkm2_recent,AOOcat_recent,EOOkm2_recent,EOOcat_recent,EOOkm2_manual_recent,EOO_manual_recent_cat,EOOkm2_clipped_recent,EOO_clipped_recent_cat
Cylindropuntia ramosissima,Cylindropuntia ramosissima,2010,Least Concern,NA,NA,NA,180000,180000,LC,8,Yes,45195.86963,32,EN,12728.35439,VU,12812.67049,VU,12812.67049,VU,2,4329.063783,8,CR,0,CR,0,CR,0,CR,6,34752.6411,24,EN,10600.59825,VU,10685.77416,VU,10685.77416,VU
Cylindropuntia spinosior,Cylindropuntia spinosior,2009,Least Concern,NA,NA,NA,NA,NA,NA,5,Yes,67944291.71,12,EN,10928.88257,VU,22789.79904,NT,8950.31549,VU,1,0,4,CR,0,CR,0,CR,0,CR,4,67926600.2,8,CR,71.97364563,CR,336.0741915,EN,125.5377492,EN
Cylindropuntia tunicata,Cylindropuntia tunicata,2009,Least Concern,NA,NA,NA,NA,NA,NA,23,Yes,187302315.2,76,EN,93779394.98,LC,133888707.1,LC,51195178.71,LC,1,0,4,CR,0,CR,0,CR,0,CR,22,187302315.2,72,EN,93779394.98,LC,133703771,LC,51093203.45,LC
Cylindropuntia whipplei,Cylindropuntia whipplei,2010,Least Concern,NA,NA,NA,250000,250000,LC,5,Yes,56190.422,20,EN,20760.40728,NT,20858.2,NT,20858.2,NT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,56190.422,20,EN,20760.40728,NT,20858.2,NT,20858.2,NT
Cynodon transvaalensis,Cynodon transvaalensis,2009,Least Concern,NA,NA,NA,NA,NA,NA,4,No,345482.5035,16,EN,26832.02211,NT,27792.04872,NT,27792.04872,NT,1,0,4,CR,0,CR,0,CR,0,CR,3,5442.101053,12,EN,2332.304897,EN,2336.76983,EN,2336.76983,EN
Cyperus alopecuroides,Cyperus alopecuroides,2017,Least Concern,NA,NA,NA,NA,NA,NA,164,No,142501105.8,392,EN,46342584.34,LC,47597800.75,LC,23346819.66,LC,150,142501105.8,340,EN,46342584.34,LC,47597800.75,LC,23346819.66,LC,14,74546413.78,52,EN,1520972.499,LC,2119102.4,LC,850431.4218,LC
Cyperus alternifolius,Cyperus alternifolius,2017,Least Concern,NA,NA,NA,NA,NA,NA,622,Yes,330631941.6,1340,VU,173434937.8,LC,134986853.1,LC,58365693.77,LC,441,127252606,920,VU,70938774.74,LC,71825782.99,LC,44854173.89,LC,181,295183261.7,460,EN,137182672.1,LC,134986853.1,LC,58365693.77,LC
Cyperus amabilis,Cyperus amabilis,2017,Least Concern,NA,NA,NA,NA,NA,NA,157,Yes,23203752.15,424,EN,10789632.83,LC,10857580.96,LC,4479429.57,LC,137,5729115.396,384,EN,3468839.436,LC,3484746.728,LC,3484714.752,LC,20,17641582.83,48,EN,6890528.28,LC,6978798.448,LC,2412576.364,LC
Cyperus articulatus,Cyperus articulatus,2017,Least Concern,NA,NA,NA,NA,NA,NA,677,Yes,106415669.4,924,VU,68623199.32,LC,68285841.2,LC,31538272.34,LC,398,46238782.68,680,VU,26310515.14,LC,25601916.24,LC,21374257.64,LC,279,102379292.4,244,EN,45231407.7,LC,46019689.08,LC,17218183.93,LC
Cyperus compressus,Cyperus compressus,2017,Least Concern,NA,NA,NA,NA,NA,NA,189,Yes,226245777.1,536,VU,143345869.7,LC,136577008.1,LC,48563471.58,LC,149,162058666.3,424,EN,87238743.94,LC,87883835.71,LC,32930671.32,LC,40,202821797.4,112,EN,123902327.8,LC,130411274.6,LC,44984849.26,LC
Cyperus cyperoides,Cyperus cyperoides,2010,Least Concern,NA,NA,NA,NA,NA,NA,684,No,159743036.1,1628,VU,83804301.26,LC,87573149.9,LC,41700433.67,LC,349,91465665.17,876,VU,24744508.71,LC,26829978.63,LC,11334022.03,LC,335,159528145.1,764,VU,81027693.86,LC,84269257.29,LC,40488345.32,LC
Cyperus distans,Cyperus distans,2017,Least Concern,NA,NA,NA,NA,NA,NA,345,No,87547416.45,652,VU,52347140.88,LC,53013631.61,LC,20535671.59,LC,298,84452608.71,508,VU,33138560.01,LC,33221524.73,LC,13543165.82,LC,47,76909748.41,140,EN,48884141.72,LC,49446739.83,LC,17951971.08,LC
Cyperus eragrostis,Cyperus eragrostis,2015,Least Concern,NA,NA,NA,NA,NA,NA,11647,Yes,402690358.3,20372,LC,304909133.7,LC,200974912.4,LC,74542635.75,LC,5477,226971598.1,10112,LC,59530157,LC,59181291.94,LC,25664188.84,LC,6170,401692782.3,12136,LC,303463806.3,LC,200968962.7,LC,74536686.05,LC
Cyperus erythrorhizos,Cyperus erythrorhizos,2015,Least Concern,NA,NA,NA,NA,NA,NA,8,Yes,890562.8147,32,EN,364156.5774,LC,357333.2343,LC,357333.2343,LC,1,0,4,CR,0,CR,0,CR,0,CR,7,890562.8147,28,EN,364156.5774,LC,357333.2343,LC,357333.2343,LC
Cyperus flavescens,Cyperus flavescens,2017,Least Concern,NA,NA,NA,NA,NA,NA,1748,Yes,237293950.5,3700,LC,108621528.5,LC,108679546.8,LC,42711585.76,LC,1208,169967550.2,2980,NT,73169785.6,LC,71941670.99,LC,35921985.49,LC,540,232256993.8,852,VU,104125427.9,LC,104038651.8,LC,40145870.53,LC
Cyperus fuscus,Cyperus fuscus,2012,Least Concern,NA,NA,NA,NA,NA,NA,12540,No,29567722.3,15516,LC,18912803.4,LC,18010972.71,LC,14535245.11,LC,4666,29200305.23,8416,LC,18504006.53,LC,17592054.74,LC,14325353.84,LC,7874,20195286.76,9816,LC,12809349.24,LC,12230313.09,LC,9066987.667,LC
Cyperus haspan,Cyperus haspan,2017,Least Concern,NA,NA,NA,NA,NA,NA,730,Yes,257852899.2,2524,NT,171722384.8,LC,129735366.4,LC,52629502.37,LC,604,243083186.5,2108,NT,136361596.1,LC,85108878.27,LC,31572710.09,LC,126,230581361.1,448,EN,141501618,LC,125482971.6,LC,51341851.69,LC
Cyperus imbricatus,Cyperus imbricatus,2010,Least Concern,NA,NA,NA,NA,NA,NA,25,No,13737786.1,80,EN,4484226.92,LC,4491080.411,LC,4262331.14,LC,21,3450715.764,68,EN,1757641.711,LC,1762035.47,LC,1762035.47,LC,4,7310824.543,12,EN,7239.890331,VU,7366.008741,VU,7366.008741,VU
Cyperus iria,Cyperus iria,2013,Least Concern,NA,NA,NA,NA,NA,NA,406,Yes,276126570.4,1364,VU,157575603.1,LC,125543468.2,LC,54394214.24,LC,260,158124317.4,892,VU,68719760.23,LC,71935676.07,LC,37483004.94,LC,146,217068207,460,EN,115069479.4,LC,107291760.1,LC,45277264.98,LC
Cyperus laevigatus,Cyperus laevigatus,2017,Least Concern,NA,NA,NA,NA,NA,NA,1552,No,157586338.9,1480,VU,88451700.72,LC,88760902.57,LC,40661491.24,LC,607,157586338.9,1072,VU,75310954.24,LC,75423293.69,LC,36749949.95,LC,945,139448533.7,584,VU,74275106.92,LC,73610058.54,LC,33833719.66,LC
Cyperus lanceolatus,Cyperus lanceolatus,2017,Least Concern,NA,NA,NA,NA,NA,NA,271,Yes,27764280.99,404,EN,15633564.97,LC,15690257.13,LC,4126630.018,LC,233,3678649.275,340,EN,2085935.057,LC,2098143.924,LC,2098143.924,LC,38,24300069.05,68,EN,13736996.84,LC,13886973.45,LC,3029492.366,LC
Cyperus longus,Cyperus longus,2013,Least Concern,NA,NA,NA,NA,NA,NA,5765,No,55793200.66,8368,LC,28885029.93,LC,27167899.77,LC,19777954.37,LC,3489,55211647.29,4884,LC,27506428.12,LC,25720851.9,LC,18668225.39,LC,2276,55575999.44,4840,LC,28648285.11,LC,26917111.41,LC,19620121.63,LC
Cyperus macrostachyos,Cyperus macrostachyos,2017,Least Concern,NA,NA,NA,NA,NA,NA,139,No,74220202.45,488,EN,17530757.65,LC,18239920.85,LC,8950488.594,LC,121,74220202.45,440,EN,17395872.31,LC,18100584.28,LC,8877078.907,LC,18,48896690.78,48,EN,6012704.161,LC,6384129.22,LC,1906128.449,LC
Cyperus papyrus,Cyperus papyrus,2017,Least Concern,NA,NA,NA,NA,NA,NA,502,Yes,270042338.6,876,VU,139435620.2,LC,140537443.2,LC,50346606.72,LC,339,131349496.2,464,EN,65177808.14,LC,65833574.16,LC,31376506.08,LC,163,270042338.6,464,EN,132408458.6,LC,132094419.4,LC,46842395.23,LC
Cyperus polystachyos,Cyperus polystachyos,2017,Least Concern,NA,NA,NA,NA,NA,NA,1380,Yes,264493473.4,3980,LC,198053560.8,LC,170530061,LC,61779047.73,LC,857,258600274.2,2644,NT,146064708.9,LC,87228802.69,LC,35165885.76,LC,523,236685940.6,1492,VU,153303083.5,LC,166372276.2,LC,59227812.09,LC
Cyperus rotundus,Cyperus rotundus,2017,Least Concern,NA,NA,NA,NA,NA,NA,3260,Yes,309505100.8,6928,LC,176391700.5,LC,178296080.1,LC,70181257.73,LC,2455,285794294.4,5232,LC,142531680.8,LC,145090436.9,LC,55627542.61,LC,805,311840969.2,1920,VU,186348794.2,LC,175784471.4,LC,69479170.35,LC
Cyperus sesquiflorus,Cyperus sesquiflorus,2018,Least Concern,NA,NA,NA,NA,NA,NA,386,Yes,255404592.9,1168,VU,182727275.1,LC,158180770.4,LC,58684593.32,LC,231,147423395.5,720,VU,96808369.3,LC,95226825.81,LC,33025948.74,LC,155,202252767.6,464,EN,99152563.08,LC,70912346.17,LC,22200981.18,LC
Cyperus squarrosus,Cyperus squarrosus,2017,Least Concern,NA,NA,NA,NA,NA,NA,229,Yes,296455165.8,796,VU,147480837.1,LC,122161663.4,LC,52690719.2,LC,167,291714565.2,592,VU,144558511.5,LC,113649737.7,LC,48258925.98,LC,62,265075421,200,EN,116730394,LC,66501889.35,LC,29360951.52,LC
Cyperus strigosus,Cyperus strigosus,2015,Least Concern,NA,NA,NA,NA,NA,NA,21,Yes,4121057.269,84,EN,2520568.581,LC,2505433.278,LC,2504772.657,LC,5,1507291.087,20,EN,874755.9508,LC,882220.2171,LC,882220.2171,LC,16,3213348.871,64,EN,1666536.26,LC,1649459.223,LC,1648798.602,LC
Lipocarpha micrantha,Cyperus subsquarrosus,2015,Least Concern,NA,NA,NA,NA,NA,NA,4,Yes,28190195.82,16,EN,573855.3758,LC,785007.6998,LC,310350.3973,LC,4,28190195.82,16,EN,573855.3758,LC,785007.6998,LC,310350.3973,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cypripedium acaule,Cypripedium acaule,2013,Least Concern,2848,2848,NT,2789117,2789117,LC,194,Yes,6744495.122,704,VU,4004726.738,LC,3883636.054,LC,3112413.136,LC,25,3693515.423,92,EN,1178869.983,LC,1142689.792,LC,1035240.176,LC,169,6744495.122,620,VU,3789199.073,LC,3685057.819,LC,2980846.465,LC
Cypripedium arietinum,Cypripedium arietinum,2013,Near Threatened,368,368,EN,1180348,1180348,LC,18,Yes,1502545.767,72,EN,547307.0759,LC,558198.553,LC,549030.2837,LC,7,195380.1753,28,EN,102459.6845,LC,102186.429,LC,96935.4053,LC,11,798851.4879,44,EN,289212.6029,LC,290256.785,LC,290256.785,LC
Cypripedium californicum,Cypripedium californicum,2013,Endangered,"192-450,204",192,EN,112805,112805,LC,8,Yes,62092.89473,32,EN,9323.598012,VU,9388.87978,VU,9388.87978,VU,2,54.95102478,8,CR,0,CR,0,CR,0,CR,6,54425.08307,24,EN,5955.49115,VU,5987.164336,VU,5987.164336,VU
Cypripedium fasciculatum,Cypripedium fasciculatum,2013,Vulnerable,400,400,EN,1209800,1209800,LC,10,Yes,981653.6635,40,EN,222767.9993,LC,214146.013,LC,214146.013,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,981653.6635,40,EN,222767.9993,LC,214146.013,LC,214146.013,LC
Cypripedium guttatum,Cypripedium guttatum,2013,Least Concern,NA,NA,NA,NA,NA,NA,406,Yes,36898981.04,1296,VU,20507321.1,LC,26047833.54,LC,19750854.8,LC,339,13021078.23,1140,VU,8197579.323,LC,8117493.89,LC,8117493.89,LC,67,29175009.49,160,EN,17059678.22,LC,16639203.83,LC,12179602.52,LC
Cypripedium montanum,Cypripedium montanum,2013,Vulnerable,700,700,VU,2633500,2633500,LC,18,Yes,1180661.551,72,EN,648501.8163,LC,606194.5635,LC,606194.5635,LC,4,51243.99599,16,EN,24374.00505,NT,24336.14761,NT,24336.14761,NT,14,1180661.551,56,EN,648501.8163,LC,606194.5635,LC,606194.5635,LC
Cypripedium parviflorum,Cypripedium parviflorum,2013,Least Concern,2670,2670,NT,11849400,11849400,LC,138,Yes,14294004.38,504,VU,7621676.223,LC,7459475.801,LC,7077221.036,LC,25,9702952.291,100,EN,5335002.046,LC,5165975.171,LC,4926739.525,LC,113,14231781.36,392,EN,7492152.994,LC,7309999.684,LC,7011861.704,LC
Cypripedium passerinum,Cypripedium passerinum,2013,Vulnerable,650,650,VU,5722278,5722278,LC,19,Yes,8168619.33,76,EN,4178593.415,LC,3894526.585,LC,3884631.601,LC,4,1898616.9,16,EN,706910.9723,LC,673744.7034,LC,673744.7034,LC,15,7585782.362,60,EN,3565133.608,LC,3477959.683,LC,3468857.506,LC
Cypripedium reginae,Cypripedium reginae,2013,Least Concern,1285,1285,VU,2685380,2685380,LC,76,Yes,13523635.85,240,EN,6969609.589,LC,6689520.96,LC,2636614.739,LC,10,717525.0503,40,EN,205905.1595,LC,206783.5873,LC,206783.5873,LC,66,13523635.85,200,EN,6965923.355,LC,6685970.224,LC,2633064.002,LC
Cypripedium yatabeanum,Cypripedium yatabeanum,2013,Near Threatened,2500,2500,NT,5253000,5253000,LC,10,Yes,4247371.278,40,EN,492725.4691,LC,3055724.493,LC,2092235.928,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,4247371.278,40,EN,492725.4691,LC,3055724.493,LC,2092235.928,LC
Cyrilla racemiflora,Cyrilla racemiflora,2018,Least Concern,2148,2148,NT,16627965.98,16627965.98,LC,98,Yes,7777841.649,284,EN,4787960.976,LC,4984061.003,LC,1017854.639,LC,4,2137156.269,16,EN,1020866.996,LC,1000077.405,LC,282718.4333,LC,94,7777841.649,260,EN,4571888.069,LC,4773887.837,LC,972283.8426,LC
Cytisus striatus,Cytisus striatus,2010,Least Concern,NA,NA,NA,NA,NA,NA,655,No,85639587.67,1816,VU,11679667.14,LC,11156672.25,LC,4678496.166,LC,260,3289277.87,720,VU,2070561.813,LC,2093195.501,LC,1468089.148,LC,395,85385906.82,1116,VU,9693272.008,LC,9013351.01,LC,3711249.616,LC
Dalea formosa,Dalea formosa,2010,Least Concern,NA,NA,NA,NA,NA,NA,5,Yes,638371.8539,20,EN,270703.3609,LC,263979.7253,LC,263979.7253,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,638371.8539,20,EN,270703.3609,LC,263979.7253,LC,263979.7253,LC
Damburneya coriacea,Damburneya coriacea,2019,Least Concern,1936,1936,VU,6958576,6958576,LC,33,Yes,4705115.159,84,EN,2046618.225,LC,2222503.249,LC,714557.9226,LC,2,1.059259272,8,CR,0,CR,0,CR,0,CR,31,4705115.159,84,EN,2046618.225,LC,2222503.249,LC,714557.9226,LC
Dasylirion wheeleri,Dasylirion wheeleri,2018,Least Concern,684,684,VU,2099475.94,2099475.94,LC,247,Yes,1190382.835,644,VU,559600.7907,LC,568528.1981,LC,568528.1981,LC,6,341959.125,24,EN,166302.1965,LC,165655.2312,LC,165655.2312,LC,241,1190382.835,632,VU,505386.7768,LC,510115.0867,LC,510115.0867,LC
Daucus pusillus,Daucus pusillus,2017,Least Concern,NA,NA,NA,44233499,44233499,LC,134,Yes,29443151.61,408,EN,15182602.96,LC,14066116.88,LC,9172014.462,LC,3,20361090.07,12,EN,2351563.332,LC,2113718.928,LC,1457942.297,LC,131,7852813.916,404,EN,3591286.776,LC,3814544.39,LC,3751950.978,LC
Decodon verticillatus,Decodon verticillatus,2015,Least Concern,NA,NA,NA,NA,NA,NA,175,Yes,5930875.246,652,VU,3159767.746,LC,3109354.6,LC,2499760.183,LC,131,3054922.129,500,VU,1823466.605,LC,1774304.127,LC,1494760.727,LC,44,4376891.679,168,EN,1720108.762,LC,1694577.088,LC,1578386.815,LC
Delonix regia,Delonix regia,2011,Least Concern,58156,58156,LC,68334,68334,LC,209,Yes,225968510.9,560,VU,176822891.7,LC,194780645.8,LC,61875802.88,LC,23,224532847.8,84,EN,160952476.7,LC,160331633.9,LC,55888638.87,LC,186,198637347.6,488,EN,157722081.4,LC,147694180.5,LC,50259792.65,LC
Dendromecon rigida,Dendromecon rigida,2019,Least Concern,1588-7225,1588,VU,240092,240092,LC,688,Yes,1193049.226,1276,VU,471276.9625,LC,493467.597,LC,467146.1553,LC,9,58285.00351,36,EN,24023.84558,NT,23873.89089,NT,19507.25381,VU,679,1193049.226,1296,VU,471276.9625,LC,493467.597,LC,467146.1553,LC
Desmodium glutinosum,Desmodium glutinosum,2010,Least Concern,NA,NA,NA,NA,NA,NA,5,Yes,215497.6493,20,EN,142019.2141,LC,141799.3614,LC,141799.3614,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,215497.6493,20,EN,142019.2141,LC,141799.3614,LC,141799.3614,LC
Desmodium intortum,Desmodium intortum,2010,Least Concern,NA,NA,NA,NA,NA,NA,99,Yes,126009016.9,256,EN,80311363.27,LC,104081093.8,LC,36474115.4,LC,22,64214309.84,88,EN,10376088.33,LC,12208077.11,LC,4211077.885,LC,77,114446300,168,EN,71753905.61,LC,103499529.4,LC,36267423.6,LC
Dichrostachys cinerea,Dichrostachys cinerea,2009,Least Concern,NA,NA,NA,NA,NA,NA,1788,Yes,149212750.3,4636,LC,70442186.54,LC,69892843.8,LC,24130190.15,LC,1018,102995274.4,2768,NT,40214358.02,LC,38630088.86,LC,18949827.76,LC,770,149212750.3,1904,VU,65289897.83,LC,64760115.75,LC,21598778.42,LC
Dicranopteris linearis,Dicranopteris linearis,2018,Least Concern,NA,NA,NA,NA,NA,NA,404,Yes,259862796.8,1416,VU,160242912.4,LC,228140324.9,LC,70343867.86,LC,185,180658315.8,660,VU,122230045.9,LC,199434391,LC,65330200.51,LC,219,258985696.6,792,VU,159523506.2,LC,223407883.5,LC,70298799.5,LC
Distichlis spicata,Distichlis spicata,2015,Least Concern,NA,NA,NA,NA,NA,NA,175,Yes,35002176.63,436,EN,18457056.15,LC,17723692.66,LC,9652593.992,LC,1,0,4,CR,0,CR,0,CR,0,CR,174,13786242.25,436,EN,8688922.265,LC,8635216.768,LC,8150886.727,LC
Dodonaea viscosa,Dodonaea viscosa,2018,Least Concern,67772,67772,LC,277507263.1,277507263.1,LC,22088,Yes,316091170.4,43256,LC,261953350.3,LC,234025563.9,LC,73148178.93,LC,15999,251949483.4,33120,LC,193245000.1,LC,166453087.8,LC,57244049.28,LC,6089,287283372.4,12832,LC,242762798.7,LC,233023347.8,LC,72632369.25,LC
Doellingeria umbellata,Doellingeria umbellata,2015,Least Concern,NA,NA,NA,NA,NA,NA,188,Yes,4298403.529,280,EN,2117073.222,LC,2067407.769,LC,1964968.142,LC,7,415426.1372,28,EN,221459.387,LC,220018.0336,LC,219913.3991,LC,181,4298403.529,264,EN,2117073.222,LC,2067407.769,LC,1964968.142,LC
Drosera filiformis,Drosera filiformis,2015,Least Concern,NA,NA,NA,NA,NA,NA,8,Yes,2796641.076,24,EN,197507.9488,LC,170724.9975,LC,88229.37885,LC,1,0,4,CR,0,CR,0,CR,0,CR,7,2796641.076,24,EN,197507.9488,LC,170724.9975,LC,88229.37885,LC
Drosera linearis,Drosera linearis,2015,Least Concern,NA,NA,NA,NA,NA,NA,19,Yes,1816602.383,60,EN,1017298.03,LC,1003723.61,LC,971584.4849,LC,3,18190.70519,12,EN,4225.376857,EN,4127.378404,EN,4127.378404,EN,16,1686395.416,52,EN,981415.4968,LC,970473.4871,LC,938727.6769,LC
Drosera rotundifolia,Drosera rotundifolia,2015,Least Concern,NA,NA,NA,NA,NA,NA,36591,Yes,95173379.17,51584,LC,72601593.86,LC,71521894.8,LC,47114323.26,LC,8323,40874845.93,14028,LC,30381202.03,LC,29787360.09,LC,15675939.55,LC,28268,95173379.17,42020,LC,72601593.86,LC,71521894.8,LC,47114323.26,LC
Drypetes lateriflora,Drypetes lateriflora,2018,Least Concern,1112,1112,VU,5102472.31,5102472.31,LC,34,Yes,442.3290653,64,EN,258.3449161,EN,259.7128996,EN,259.7128996,EN,34,442.3290653,64,EN,258.3449161,EN,259.7128996,EN,259.7128996,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dulichium arundinaceum,Dulichium arundinaceum,2015,Least Concern,NA,NA,NA,NA,NA,NA,41,Yes,21613096.97,156,EN,10127338.49,LC,9174588.423,LC,4888583.695,LC,5,6453079.528,20,EN,1781674.548,LC,1681637.734,LC,456527.1992,LC,36,9652906.054,136,EN,4420171.319,LC,4039433.596,LC,3834823.15,LC
Duranta erecta,Duranta erecta,2018,Least Concern,2540,2540,NT,52759567.61,52759567.61,LC,955,Yes,278119395.2,3224,LC,216350886.6,LC,221750164.6,LC,71780336.91,LC,82,85873661.87,240,EN,30711833.52,LC,31016940.02,LC,11987255.53,LC,873,278119395.2,2968,NT,216350886.6,LC,221118106.4,LC,71646856.77,LC
Echinocactus horizonthalonius,Echinocactus horizonthalonius,2009,Least Concern,NA,NA,NA,NA,NA,NA,18,Yes,1065945.099,60,EN,365995.719,LC,343929.2427,LC,343929.2427,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,1065945.099,60,EN,365995.719,LC,343929.2427,LC,343929.2427,LC
Echinocactus texensis,Echinocactus texensis,2009,Least Concern,NA,NA,NA,NA,NA,NA,9,Yes,331200.819,36,EN,209653.4134,LC,210127.9988,LC,210127.9988,LC,5,234495.5578,20,EN,80110.43319,LC,82146.16434,LC,82146.16434,LC,4,152684.4342,16,EN,65222.12539,LC,68872.78414,LC,68872.78414,LC
Echinocereus chisosensis,Echinocereus chisosensis,2009,Endangered,NA,NA,NA,4800,4800,EN,5,Yes,12240.70089,16,EN,2542.289958,EN,2640.181121,EN,2640.181121,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,12240.70089,16,EN,2542.289958,EN,2640.181121,EN,2640.181121,EN
Echinocereus coccineus,Echinocereus coccineus,2009,Least Concern,NA,NA,NA,NA,NA,NA,19,Yes,365735.8034,68,EN,179796.109,LC,181683.4329,LC,181683.4329,LC,5,59436.34472,16,EN,10127.29642,VU,10211.06957,VU,10211.06957,VU,14,358251.6787,48,EN,162663.3063,LC,164774.0418,LC,164774.0418,LC
Echinocereus dasyacanthus,Echinocereus dasyacanthus,2009,Least Concern,NA,NA,NA,NA,NA,NA,25,Yes,208172.7893,44,EN,114876.838,LC,115534.7224,LC,115534.7224,LC,4,48456.02504,8,CR,0,CR,0,CR,0,CR,21,203433.9449,36,EN,111638.4438,LC,112280.4858,LC,112280.4858,LC
Echinocereus engelmannii,Echinocereus engelmannii,2010,Least Concern,NA,NA,NA,NA,NA,NA,34,Yes,801095.4228,128,EN,435978.1159,LC,441727.5465,LC,405388.4001,LC,6,113624.9809,24,EN,51358.65254,LC,51766.69663,LC,51766.69663,LC,28,801095.4228,104,EN,430895.1152,LC,437902.1757,LC,401597.49,LC
Echinocereus enneacanthus,Echinocereus enneacanthus,2009,Least Concern,NA,NA,NA,NA,NA,NA,12,Yes,292009.419,48,EN,166084.6285,LC,165627.7188,LC,165627.7188,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,292009.419,48,EN,166084.6285,LC,165627.7188,LC,165627.7188,LC
Echinocereus fasciculatus,Echinocereus fasciculatus,2010,Least Concern,NA,NA,NA,NA,NA,NA,14,Yes,79525.34463,48,EN,45318.4311,LC,45406.18657,LC,45406.18657,LC,3,9309.531141,8,CR,0,CR,0,CR,0,CR,11,45683.96553,40,EN,16178.77056,VU,16360.4472,VU,16360.4472,VU
Echinocereus fendleri,Echinocereus fendleri,2009,Least Concern,NA,NA,NA,20000-2500000,20000,NT,39,Yes,626345.7495,52,EN,292762.7264,LC,291529.699,LC,291529.699,LC,31,613384.3635,24,EN,245883.1456,LC,247969.4787,LC,247969.4787,LC,8,412769.5039,28,EN,212409.7126,LC,213630.6604,LC,213630.6604,LC
Echinocereus nicholii,Echinocereus nicholii,2010,Least Concern,NA,NA,NA,NA,NA,NA,8,Yes,10239.45109,28,EN,3099.721588,EN,3106.454792,EN,3106.454792,EN,2,209.4333083,8,CR,0,CR,0,CR,0,CR,6,4969.00411,20,EN,1364.734305,EN,1369.450564,EN,1369.450564,EN
Echinocereus pectinatus,Echinocereus pectinatus,2009,Least Concern,NA,NA,NA,NA,NA,NA,34,Yes,411263.6278,48,EN,243136.7523,LC,244906.8829,LC,244906.8829,LC,19,69368.08232,16,EN,33292.19565,LC,33352.28856,LC,33352.28856,LC,15,394353.8777,32,EN,216981.2543,LC,218487.0926,LC,218487.0926,LC
Echinocereus pentalophus,Echinocereus pentalophus,2009,Least Concern,NA,NA,NA,NA,NA,NA,7,Yes,133157.8879,24,EN,74826.94716,LC,73836.73007,LC,73836.73007,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,133157.8879,24,EN,74826.94716,LC,73836.73007,LC,73836.73007,LC
Echinocereus reichenbachii,Echinocereus reichenbachii,2009,Least Concern,NA,NA,NA,NA,NA,NA,67,Yes,394238.1632,220,EN,185333.9199,LC,177166.3228,LC,177166.3228,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,394238.1632,220,EN,185333.9199,LC,177166.3228,LC,177166.3228,LC
Echinocereus rigidissimus,Echinocereus rigidissimus,2009,Least Concern,NA,NA,NA,NA,NA,NA,11,Yes,36594.60131,44,EN,20110.60394,NT,20227.80174,NT,20227.80174,NT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,36594.60131,44,EN,20110.60394,NT,20227.80174,NT,20227.80174,NT
Echinocereus russanthus,Echinocereus russanthus,2009,Least Concern,NA,NA,NA,NA,NA,NA,24,Yes,50210.71606,20,EN,24618.6286,NT,24809.92821,NT,24809.92821,NT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,50210.71606,20,EN,24618.6286,NT,24809.92821,NT,24809.92821,NT
Echinocereus santaritensis,Echinocereus santaritensis,2010,Least Concern,NA,NA,NA,NA,NA,NA,9,Yes,11274.35494,28,EN,3534.708516,EN,3547.591346,EN,3547.591346,EN,2,5680.216294,8,CR,0,CR,0,CR,0,CR,7,9211.517753,20,EN,781.908158,EN,779.380919,EN,779.380919,EN
Echinocereus stramineus,Echinocereus stramineus,2009,Least Concern,NA,NA,NA,NA,NA,NA,22,Yes,414672.1649,68,EN,231172.6884,LC,225252.5291,LC,225252.5291,LC,2,0.173113656,8,CR,0,CR,0,CR,0,CR,20,414672.1649,68,EN,231172.6884,LC,225252.5291,LC,225252.5291,LC
Echinocereus triglochidiatus,Echinocereus triglochidiatus,2009,Least Concern,NA,NA,NA,NA,NA,NA,19,Yes,824435.7238,72,EN,575659.8557,LC,580546.2666,LC,580546.2666,LC,1,0,4,CR,0,CR,0,CR,0,CR,18,824435.7238,68,EN,575659.8557,LC,580546.2666,LC,580546.2666,LC
