scientificName,gbif_name,iucn_assessment_year,iucn_redlist_category,AOO.range,AOO_assessment,AOO_assessment_cat,EOO.range,EOO_assessment,EOO_assessment_cat,NOP,GBIF_points_in_NA,MER,AOOkm2,AOOcat,EOOkm2,EOOcat,EOOkm2_manual,EOO_manual_cat,EOOkm2_clipped,EOO_clipped_cat,NOP_old,MER_old,AOOkm2_old,AOOcat_old,EOOkm2_old,EOOcat_old,EOOkm2_manual_old,EOO_manual_old_cat,EOOkm2_clipped_old,EOO_clipped_old_cat,NOP_recent,MER_recent,AOOkm2_recent,AOOcat_recent,EOOkm2_recent,EOOcat_recent,EOOkm2_manual_recent,EOO_manual_recent_cat,EOOkm2_clipped_recent,EOO_clipped_recent_cat,overClassified,underClassified,correctlyClassified,5,8,"NA",11,7,2,1,9,4,6,3,10,12,Tree,Shrub,Succulent,Graminoid,Forb or Herb,Annual,Geophyte,Moss/Hydrophyte,Vines/Epiphyte/Lithophyte,Fern,EOOcat_long
Sium suave,Sium suave,2015,Least Concern,NA,NA,NA,NA,NA,NA,235,Yes,67397858.3234707,860,VU,46395704.1971946,LC,54745648.56609977,LC,36311336.796848126,LC,98,25960699.3034078,392,EN,14677851.6348824,LC,16924698.499114413,LC,12363155.528779991,LC,137,67397858.3234707,484,EN,46094343.8828159,LC,52234901.974239565,LC,33989909.02158926,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Least Concern
Solanum bahamense,Solanum bahamense,2018,Least Concern,796.00,796,VU,5299183.65,5299183.65,LC,32,No,2460336.95958078,116,EN,581382.586134447,LC,554083.0675788827,LC,30055.691607359695,LC,20,2012450.997243,80,EN,185393.592004083,LC,173455.08125639637,LC,5151.137832413933,VU,12,2458863.37080427,36,EN,548878.554098512,LC,525638.6835769444,LC,30037.17243074887,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Least Concern
Solanum jamesii,Solanum jamesii,2017,Least Concern,NA,NA,NA,NA,NA,NA,4,Yes,362784.474642078,16,EN,97999.0371601042,LC,91765.5055393423,LC,91765.5055393423,LC,1,0,4,CR,0,CR,0,CR,0,CR,3,38116.3181649483,12,EN,5649.46387840526,VU,6192.583855214063,VU,6192.583855214063,VU,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Least Concern
Solanum stoloniferum,Solanum stoloniferum,2017,Least Concern,NA,NA,NA,NA,NA,NA,11,Yes,38699845.4404423,36,EN,11408999.8733216,LC,10584418.721774362,LC,2912298.1392043275,LC,3,132167.902295709,8,CR,0,CR,0,CR,0,CR,8,1910354.78888714,28,EN,243932.438195339,LC,239281.30341547704,LC,239281.30341547704,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Least Concern
Solidago houghtonii,Solidago houghtonii,2015,Near Threatened,10-296,10,EN,NA,NA,NA,4,Yes,19711.1330477412,16,EN,2694.88254234644,EN,2714.140761331917,EN,2714.140761331917,EN,1,0,4,CR,0,CR,0,CR,0,CR,3,116.173157894216,12,EN,51.4915363575115,CR,51.53688227637758,CR,51.53688227637758,CR,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Endangered
Solidago ohioensis,Solidago ohioensis,2015,Least Concern,NA,NA,NA,NA,NA,NA,131,Yes,401138.967152541,140,EN,265721.017135506,LC,265799.8122054556,LC,265799.8122054556,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,401138.967152541,140,EN,265721.017135506,LC,265799.8122054556,LC,265799.8122054556,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Least Concern
Solidago patula,Solidago patula,2015,Least Concern,NA,NA,NA,NA,NA,NA,19,Yes,1118204.58089358,72,EN,683908.853311372,LC,677124.073673001,LC,677124.073673001,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,1118204.58089358,72,EN,683908.853311372,LC,677124.073673001,LC,677124.073673001,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Least Concern
Solidago riddellii,Solidago riddellii,2015,Least Concern,NA,NA,NA,NA,NA,NA,54,Yes,850778.173976533,68,EN,195720.026326539,LC,196951.30805844947,LC,196951.30805844947,LC,1,0,4,CR,0,CR,0,CR,0,CR,53,846826.799153735,68,EN,193830.483521526,LC,195057.8800056192,LC,195057.8800056192,LC,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Least Concern
Solidago uliginosa,Solidago uliginosa,2015,Least Concern,NA,NA,NA,NA,NA,NA,78,Yes,3445008.87181748,200,EN,2152667.12181364,LC,2133385.7589999796,LC,1972128.0430503609,LC,5,810274.41033066,20,EN,279428.036994833,LC,288170.73898017826,LC,288170.73898017826,LC,73,3147956.08812086,180,EN,2042793.67339966,LC,2021669.59578519,LC,1877480.0441998392,LC,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Least Concern
Sonchus palustris,Sonchus palustris,2013,Least Concern,NA,NA,NA,NA,NA,NA,10104,No,8645250.18571969,13548,LC,5509969.9509788,LC,5587441.598133316,LC,4624367.713322828,LC,4785,4099110.61262487,8072,LC,2504984.71128171,LC,2517246.929484763,LC,1965000.2631430633,LC,5319,8645250.18571969,8188,LC,5458452.13628557,LC,5535435.093541843,LC,4605374.865231321,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Least Concern
Sophora affinis,Sophora affinis,2018,Least Concern,NA,NA,NA,NA,NA,NA,155,Yes,198862.30912731,408,EN,129596.297474788,LC,130796.33973090473,LC,130796.33973090473,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,198862.30912731,408,EN,129596.297474788,LC,130796.33973090473,LC,130796.33973090473,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Least Concern
Sorbus americana,Sorbus americana,2018,Least Concern,1664.00,1664,VU,6531202.51,6531202.51,LC,352,Yes,17953827.7411263,1116,VU,8984010.14608643,LC,8499981.666549725,LC,4546362.779407564,LC,20,2803959.94299536,68,EN,1541180.22617698,LC,1512478.438616816,LC,1512475.8425383377,LC,332,17953827.7411263,1060,VU,8573481.56641283,LC,8092891.212871939,LC,4373344.672233436,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Least Concern
Sorbus decora,Sorbus decora,2018,Least Concern,1236.00,1236,VU,5475597.68,5475597.68,LC,58,Yes,4334831.17661615,204,EN,2884571.81609026,LC,2856035.477541412,LC,2512904.3322894434,LC,1,0,4,CR,0,CR,0,CR,0,CR,57,4334831.17661615,204,EN,2884571.81609026,LC,2856035.477541412,LC,2512904.3322894434,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Least Concern
Sorbus scopulina,Sorbus scopulina,2018,Least Concern,1932.00,1932,VU,11394375.82,11394375.82,LC,65,Yes,32452361.7143298,220,EN,16115033.7120027,LC,13555182.098224098,LC,9246284.394184064,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,32452361.7143298,220,EN,16115033.7120027,LC,13555182.098224098,LC,9246284.394184064,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Least Concern
Sorbus sitchensis,Sorbus sitchensis,2018,Least Concern,1096.00,1096,VU,9048040.59,9048040.59,LC,107,Yes,2172764.94081415,300,EN,816050.83383323,LC,692259.9144526698,LC,557947.6085428254,LC,4,1327007.03619016,16,EN,306410.279113265,LC,212440.73534423718,LC,156928.56035958364,LC,103,2172764.94081415,296,EN,816050.833833229,LC,692259.9144526698,LC,557947.6085428254,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Least Concern
Sparganium americanum,Sparganium americanum,2015,Least Concern,NA,NA,NA,NA,NA,NA,15,Yes,5137672.15416456,60,EN,2674152.82023786,LC,2732981.874818192,LC,2732981.874818192,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,5137672.15416456,60,EN,2674152.82023786,LC,2732981.874818192,LC,2732981.874818192,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Least Concern
Sparganium angustifolium,Sparganium angustifolium,2013,Least Concern,NA,NA,NA,NA,NA,NA,15494,Yes,82530077.0862647,32544,LC,60570053.5771934,LC,59325929.68751013,LC,40927990.52988246,LC,12176,57456129.7151728,26548,LC,33745770.0221906,LC,32439761.480674602,LC,21595392.760145184,LC,3318,64297368.4407428,8032,LC,34196617.4257659,LC,37288447.36984296,LC,23493931.977549024,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,Least Concern
Sparganium emersum,Sparganium emersum,2011,Least Concern,NA,NA,NA,NA,NA,NA,38382,Yes,44161719.1612154,76048,LC,26954935.9082258,LC,27725789.012751974,LC,18699445.45681513,LC,24501,28570768.7664238,52108,LC,19232419.4373133,LC,18748404.487007216,LC,17109902.59142237,LC,13881,39534390.6990636,30956,LC,21061524.38365,LC,22205057.47810558,LC,13444107.467727913,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,Least Concern
Sparganium erectum,Sparganium erectum,2013,Least Concern,NA,NA,NA,NA,NA,NA,22142,No,40772186.3654023,39512,LC,30679950.065635,LC,30599781.65622638,LC,25631974.26175295,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22142,40772186.3654023,39512,LC,30679950.065635,LC,30599781.65622638,LC,25631974.26175295,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Least Concern
Sparganium eurycarpum,Sparganium eurycarpum,2015,Least Concern,NA,NA,NA,NA,NA,NA,41,Yes,18444734.5880465,148,EN,12240781.4727865,LC,19207552.31236555,LC,12059714.48070141,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,18444734.5880465,148,EN,12240781.4727865,LC,19207552.31236555,LC,12059714.48070141,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Least Concern
Sparganium fluctuans,Sparganium fluctuans,2015,Least Concern,NA,NA,NA,NA,NA,NA,3,Yes,692576.117487342,12,EN,185169.141468916,LC,174481.54831574415,LC,174481.54831574415,LC,1,0,4,CR,0,CR,0,CR,0,CR,2,26332.3929585987,8,CR,0,CR,0,CR,0,CR,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Least Concern
Sparganium glomeratum,Sparganium glomeratum,2015,Least Concern,NA,NA,NA,NA,NA,NA,2242,No,14360834.8709139,6640,LC,9286497.88914409,LC,9003645.665872712,LC,8673173.871356364,LC,1896,14360834.8709139,5580,LC,9286497.88914412,LC,9003645.665872712,LC,8673173.871356364,LC,346,1047071.60885479,1172,VU,543808.992308396,LC,558816.8514612823,LC,415324.05064481817,LC,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Least Concern
Sparganium hyperboreum,Sparganium hyperboreum,2015,Least Concern,NA,NA,NA,NA,NA,NA,2776,Yes,41974557.8574052,9464,LC,32839732.8273324,LC,32297076.868156455,LC,22075367.54047448,LC,2355,39929859.9407095,8068,LC,22960666.0557647,LC,22975242.595898204,LC,15937586.959088411,LC,421,38064875.9816147,1552,VU,22147036.3248379,LC,21295667.143570203,LC,12895837.719649313,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Least Concern
Sparganium natans,Sparganium natans,2013,Least Concern,500-2000,500,VU,NA,NA,NA,20087,Yes,28337477.7527812,51840,LC,19603624.634149,LC,19638250.971823078,LC,8254250.731812116,LC,15878,24311679.391162,43028,LC,13588233.4420898,LC,13393586.812523717,LC,5552598.26904275,LC,4209,27616630.5617891,10968,LC,15802426.0616819,LC,16917688.20707319,LC,6997463.7761977445,LC,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Least Concern
Spathodea campanulata,Spathodea campanulata,2017,Least Concern,NA,NA,NA,NA,NA,NA,777,Yes,254137634.718536,1972,VU,201475292.862323,LC,214919364.00971943,LC,64273585.24852788,LC,150,193060916.274578,552,VU,116725525.465374,LC,76835600.30533008,LC,25286068.406955723,LC,627,254137634.718536,1432,VU,201475292.511519,LC,214919364.00971943,LC,64273585.24852788,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Least Concern
Spergularia bocconei,Spergularia bocconei,2013,Least Concern,NA,NA,NA,NA,NA,NA,2074,No,357655235.481069,2108,NT,234684250.712,LC,95305304.69153807,LC,36911789.06521638,LC,1406,188108049.786993,1240,VU,37495865.1997933,LC,42809652.05477409,LC,18822885.009747986,LC,668,350037563.083875,1400,VU,226870830.576095,LC,87266351.60289308,LC,34781367.459406935,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Least Concern
Spergularia marina,Spergularia marina,2013,Least Concern,NA,NA,NA,>300000,300000,LC,27081,Yes,304789086.435323,36960,LC,159306327.874156,LC,144884571.98595697,LC,78188830.12452854,LC,17495,211539908.733891,25600,LC,124115265.999769,LC,103835580.80456649,LC,61331398.45977363,LC,9586,304789086.435323,16472,LC,141329705.574761,LC,138077702.8953201,LC,71525865.1057927,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Least Concern
Sphaerophysa salsula,Sphaerophysa salsula,2010,Least Concern,NA,NA,NA,NA,NA,NA,15,Yes,26111080.9753617,60,EN,11236490.2244483,LC,8708446.120315496,LC,5402761.3674601875,LC,11,493082.352181292,44,EN,210700.572922469,LC,210859.5940267221,LC,210859.5940267221,LC,4,39641020.7465466,16,EN,7280405.71513828,LC,2653896.674616996,LC,1059620.684232459,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Least Concern
Sphenoclea zeylanica,Sphenoclea zeylanica,2013,Least Concern,NA,NA,NA,NA,NA,NA,385,Yes,131641488.293449,796,VU,72073273.2120653,LC,71583764.49214153,LC,26347964.441151325,LC,334,89444483.6228438,648,VU,48802842.7594099,LC,48056567.9437046,LC,20443156.214033652,LC,51,131641488.293449,156,EN,72073273.2120653,LC,71398391.24679434,LC,26292550.118582804,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Least Concern
Spiranthes casei,Spiranthes casei,2009,Least Concern,NA,NA,NA,NA,NA,NA,6,Yes,54225.7059514758,24,EN,26123.655286074,NT,26298.006835184526,NT,26298.006835184526,NT,2,904.10302116505,8,CR,0,CR,0,CR,0,CR,4,23252.3861755736,16,EN,13496.1030629435,VU,13546.882166224997,VU,13546.882166224997,VU,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Near Threatened
Spiranthes romanzoffiana,Spiranthes romanzoffiana,2015,Least Concern,NA,NA,NA,NA,NA,NA,1047,Yes,41971012.1808882,764,VU,23950291.9715487,LC,23009536.920871012,LC,13968790.766680641,LC,824,21646713.2815837,304,EN,13570327.8800541,LC,12770266.117651938,LC,8334650.050881197,LC,223,41881336.254121,532,VU,22197404.4418287,LC,20875362.485546976,LC,13598103.143140335,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Least Concern
Spiranthes torta,Spiranthes torta,2014,Least Concern,NA,NA,NA,NA,NA,NA,5,No,97623.0057922661,8,CR,0,CR,0,CR,NA,NA,4,0,4,CR,0,CR,0,CR,NA,NA,1,0,4,CR,0,CR,0,CR,NA,NA,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Critically Endangered
Spirodela polyrhiza,Spirodela polyrhiza,2018,Least Concern,NA,NA,NA,NA,NA,NA,46084,Yes,299714264.479613,47856,LC,172397602.964979,LC,171434199.10496664,LC,82093369.78411347,LC,27692,266991309.095985,30000,LC,142988370.519622,LC,144432065.08294436,LC,68442844.03463869,LC,18392,292890240.091642,27456,LC,170131849.775635,LC,166487368.86423147,LC,80602473.58149454,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Least Concern
Landoltia punctata,Spirodela punctata,2010,Least Concern,NA,NA,NA,NA,NA,NA,747,No,204202007.940276,1656,VU,54503346.1102278,LC,58165566.20596976,LC,24256890.52094558,LC,357,158506564.761869,1048,VU,30414151.3907252,LC,35312559.39126236,LC,12101156.470743591,LC,390,311052477.848207,640,VU,176161724.002554,LC,31719261.10106067,LC,12707824.50508814,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Least Concern
Crypsis alopecuroides,Sporobolus alopecuroides,2013,Least Concern,NA,NA,NA,NA,NA,NA,924,No,11932604.4124625,1456,VU,7855720.7802218,LC,7658774.9675561255,LC,5327124.263341116,LC,642,6507079.07669837,1108,VU,3290308.70088232,LC,3395851.212717928,LC,1665724.1727882407,LC,282,11925506.5653811,536,VU,7264543.82454701,LC,7114728.563146703,LC,4865182.348420457,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Least Concern
Spartina alterniflora,Sporobolus alterniflorus,2015,Least Concern,NA,NA,NA,NA,NA,NA,202,No,261621698.739924,240,EN,66789182.6205,LC,66210852.560470164,LC,28175994.985586703,LC,47,181023415.049894,64,EN,14589122.7621904,LC,14503167.233968824,LC,6776919.502544591,LC,155,21111675.402055,200,EN,5477057.16495481,LC,6274086.918318875,LC,625080.0369642486,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Least Concern
Spartina gracilis,Sporobolus hookerianus,2015,Least Concern,NA,NA,NA,NA,NA,NA,8,Yes,2178818.45098058,12,EN,454442.502721013,LC,502469.7438330725,LC,502469.7438330725,LC,1,0,4,CR,0,CR,0,CR,0,CR,7,84167.564872488,8,CR,0,CR,0,CR,0,CR,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Least Concern
Spartina pectinata,Sporobolus michauxianus,2015,Least Concern,NA,NA,NA,NA,NA,NA,34,Yes,14937736.610745,112,EN,8812401.84715195,LC,8993247.533907492,LC,4127917.425981894,LC,7,113054.96475088,28,EN,52446.4445799051,LC,53399.29696757288,LC,51249.9916579578,LC,27,14937736.610745,80,EN,8596303.14293034,LC,8753125.329729363,LC,3899197.705203144,LC,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Least Concern
Stachys palustris,Stachys palustris,2013,Least Concern,NA,NA,NA,NA,NA,NA,13331,Yes,43813294.9024687,28360,LC,23481536.2995905,LC,24070030.94633448,LC,15335059.898161339,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13331,43813294.9024687,28360,LC,23481536.2995905,LC,24070030.94633448,LC,15335059.898161339,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Least Concern
Staphylea trifolia,Staphylea trifolia,2018,Least Concern,2528.00,2528,NT,6380634.22,6380634.22,LC,275,Yes,3133962.98793564,928,VU,2202669.29284654,LC,2194974.6439438188,LC,2188892.9983712765,LC,10,1776812.09693447,40,EN,669536.540472912,LC,676551.1579403728,LC,676551.1579403728,LC,265,3133962.98793564,912,VU,2202669.29284654,LC,2194974.6439438188,LC,2188892.9983712765,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Least Concern
Stellaria calycantha,Stellaria calycantha,2015,Least Concern,NA,NA,NA,NA,NA,NA,21,Yes,29307873.1481447,60,EN,13738882.6399124,LC,5207393.134465769,LC,2265978.6773211034,LC,1,0,4,CR,0,CR,0,CR,0,CR,20,25985109.0126865,56,EN,11591151.7053754,LC,4523114.0637113005,LC,2151745.8359663244,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Least Concern
Stellaria humifusa,Stellaria humifusa,2015,Least Concern,NA,NA,NA,NA,NA,NA,179,Yes,29513865.9465579,616,VU,18615423.3719527,LC,22890387.360147193,LC,12794213.752086649,LC,142,3441250.6264704,496,EN,2464319.41107858,LC,2557565.8816589126,LC,473894.4128170106,LC,37,26092246.677463,132,EN,17709496.6860161,LC,22682669.656774208,LC,12734322.466941392,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Least Concern
Stenocereus thurberi,Stenocereus thurberi,2010,Least Concern,NA,NA,NA,NA,NA,NA,35,Yes,434831.279826151,100,EN,254349.501238907,LC,256268.22021729453,LC,169738.93890536705,LC,10,90785.1579381145,24,EN,11144.2669586779,VU,11365.13187378156,VU,11365.13187378156,VU,25,402849.661629604,84,EN,242444.547401893,LC,244413.3943144572,LC,160984.46359185642,LC,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Least Concern
Stewartia malacodendron,Stewartia malacodendron,2015,Least Concern,NA,NA,NA,NA,NA,NA,6,Yes,875799.925159066,24,EN,247629.431099412,LC,251633.48597648926,LC,251633.48597648926,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,875799.925159066,24,EN,247629.431099412,LC,251633.48597648926,LC,251633.48597648926,LC,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Least Concern
Stewartia ovata,Stewartia ovata,2015,Least Concern,NA,NA,NA,NA,NA,NA,4,Yes,36290.4003041189,16,EN,8236.59437953321,VU,8327.019094555086,VU,8327.019094555086,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,36290.4003041189,16,EN,8236.59437953321,VU,8327.019094555086,VU,8327.019094555086,VU,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Vulnerable
Strumpfia maritima,Strumpfia maritima,2014,Least Concern,NA,NA,NA,2402669,2402669,LC,5,No,2032022.74727418,20,EN,670342.138209082,LC,678687.8537682423,LC,146467.64200720828,LC,2,1072.80195615673,8,CR,0,CR,0,CR,NA,NA,3,240880.469015459,12,EN,119940.133620988,LC,119757.1061355262,LC,23054.622231998495,NT,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Least Concern
Stuckenia filiformis,Stuckenia filiformis,2015,Least Concern,NA,NA,NA,NA,NA,NA,7503,Yes,40728543.5792306,14048,LC,25721418.3490906,LC,26102967.176898,LC,16368232.19325486,LC,5728,40728543.5792306,11492,LC,25721418.3490906,LC,26102967.176898,LC,16368232.19325486,LC,1775,12574660.3759382,3564,LC,7216714.77932423,LC,7088300.215705094,LC,4739301.111890691,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Least Concern
Stuckenia pectinata,Stuckenia pectinata,2018,Least Concern,NA,NA,NA,NA,NA,NA,43936,Yes,347603215.272312,39736,LC,241429221.022688,LC,218776869.43515453,LC,95353869.37372701,LC,16264,290823089.525798,21092,LC,146484924.96688,LC,136064951.91259074,LC,71772547.96578173,LC,27672,345246613.436179,25520,LC,238580052.312926,LC,216126477.68876648,LC,93653315.73641726,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Least Concern
Stuckenia vaginata,Stuckenia vaginata,2015,Least Concern,NA,NA,NA,NA,NA,NA,315,No,20579620.7927314,696,VU,13004505.4057548,LC,12111975.108848216,LC,11412817.009050738,LC,244,20579620.7927314,612,VU,12834896.8157184,LC,11978808.48465946,LC,11361413.239045104,LC,71,4337641.74621301,108,EN,1625285.65924662,LC,1325683.4530185938,LC,850161.5953471516,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Least Concern
Styrax americanus,Styrax americanus,2018,Least Concern,404.00,404,EN,3256397.66,3256397.66,LC,36,Yes,2292179.42981995,116,EN,1342849.05064311,LC,1356048.9510545074,LC,1190604.2333218735,LC,1,0,4,CR,0,CR,0,CR,0,CR,35,2292179.42981995,112,EN,1342849.05064311,LC,1356048.9510545074,LC,1190604.2333218735,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Least Concern
Subularia aquatica,Subularia aquatica,2015,Least Concern,NA,NA,NA,NA,NA,NA,8590,Yes,73207843.1500806,18268,LC,44730932.9779772,LC,43661686.53708627,LC,28845613.21459175,LC,7020,27044891.6803462,15572,LC,17592946.3197582,LC,17046588.08261052,LC,13810263.360825282,LC,1570,72316583.0509076,3380,LC,42234332.7090191,LC,41594494.60325244,LC,27303695.227375615,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Least Concern
Suriana maritima,Suriana maritima,2018,Least Concern,2068,2068,NT,170034849.8,170034849.8,LC,175,Yes,147547902.553603,516,VU,76208571.0301343,LC,112979867.21725461,LC,32349567.482248276,LC,83,90582838.8411034,244,EN,29640933.4416903,LC,99215064.82721844,LC,28463257.859584495,LC,92,168998392.421704,284,EN,100797129.591297,LC,104693495.26219143,LC,30699827.58801931,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Least Concern
Swietenia mahagoni,Swietenia mahagoni,2018,Near Threatened,NA,NA,NA,NA,NA,NA,65,Yes,150444653.400192,260,EN,69081034.6641193,LC,50491418.937342085,LC,24812555.135622464,LC,13,19214693.400438,52,EN,8909337.32945385,LC,11224007.978231456,LC,5064105.363530525,LC,52,149916520.777375,204,EN,67391962.4029216,LC,50040681.72166817,LC,24755765.04278651,LC,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Least Concern
Symphyotrichum boreale,Symphyotrichum boreale,2015,Least Concern,NA,NA,NA,NA,NA,NA,74,Yes,2124679.99103653,104,EN,1160517.39386146,LC,1172007.9870380743,LC,1158541.9850060404,LC,4,1928506.65783882,16,EN,890773.30082638,LC,903491.71077884,LC,891958.7900599901,LC,70,313097.714025903,100,EN,229747.011892028,LC,229531.25264884438,LC,229531.25264884438,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Least Concern
Symphyotrichum ciliatum,Symphyotrichum ciliatum,2015,Least Concern,NA,NA,NA,NA,NA,NA,19,Yes,68519796.8875363,76,EN,44667159.7566462,LC,24978434.85562343,LC,16816726.34332762,LC,12,12198180.4772576,48,EN,3199139.83648192,LC,3394289.94517244,LC,2865114.640160563,LC,7,57453260.3682949,28,EN,31334697.8356293,LC,16012369.971910419,LC,10416116.35382824,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Least Concern
