scientificName,gbif_name,iucn_assessment_year,iucn_redlist_category,AOO.range,AOO_assessment,AOO_assessment_cat,EOO.range,EOO_assessment,EOO_assessment_cat,NOP,GBIF_points_in_NA,MER,AOOkm2,AOOcat,EOOkm2,EOOcat,EOOkm2_manual,EOO_manual_cat,EOOkm2_clipped,EOO_clipped_cat,NOP_old,MER_old,AOOkm2_old,AOOcat_old,EOOkm2_old,EOOcat_old,EOOkm2_manual_old,EOO_manual_old_cat,EOOkm2_clipped_old,EOO_clipped_old_cat,NOP_recent,MER_recent,AOOkm2_recent,AOOcat_recent,EOOkm2_recent,EOOcat_recent,EOOkm2_manual_recent,EOO_manual_recent_cat,EOOkm2_clipped_recent,EOO_clipped_recent_cat,overClassified,underClassified,correctlyClassified,5,8,"NA",11,7,2,1,9,4,6,3,10,12,Tree,Shrub,Succulent,Graminoid,Forb or Herb,Annual,Geophyte,Moss/Hydrophyte,Vines/Epiphyte/Lithophyte,Fern,EOOcat_long
Kobresia simpliciuscula,Carex simpliciuscula,2013,Least Concern,NA,NA,NA,NA,NA,NA,1301,No,2564706.66585452,1888,VU,1552730.77316189,LC,1517112.5066802497,LC,966091.5868206217,LC,788,2527993.96876273,1384,VU,1548519.53964337,LC,1512882.7422389307,LC,961861.8223793025,LC,513,2293652.69545946,668,VU,1338481.9863055,LC,1308896.3487528851,LC,798027.2494279069,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Least Concern
Carex sterilis,Carex sterilis,2015,Least Concern,NA,NA,NA,NA,NA,NA,153,Yes,332814.827849693,116,EN,224123.963078741,LC,224006.54538553476,LC,224006.54538553476,LC,1,0,4,CR,0,CR,0,CR,0,CR,152,332814.827849693,116,EN,224123.963078741,LC,224006.54538553476,LC,224006.54538553476,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Least Concern
Carex stipata,Carex stipata,2015,Least Concern,NA,NA,NA,NA,NA,NA,56,Yes,23941103.9900292,176,EN,13982403.791072,LC,22220951.16217765,LC,13593003.734681362,LC,8,8131047.47137888,32,EN,5347614.7471602,LC,8826395.90000017,LC,4966794.806343338,LC,48,9685364.17418353,152,EN,5953358.11857832,LC,5893589.414722066,LC,5715962.5500277,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Least Concern
Carex stricta,Carex stricta,2015,Least Concern,NA,NA,NA,NA,NA,NA,518,Yes,912405.331223393,216,EN,492302.830868775,LC,497556.3421833243,LC,497556.3421833243,LC,2,51965.4766711076,8,CR,0,CR,0,CR,0,CR,516,912405.331223393,204,EN,492302.830868775,LC,497556.3421833243,LC,497556.3421833243,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Least Concern
Carex stylosa,Carex stylosa,2015,Least Concern,NA,NA,NA,NA,NA,NA,13,No,623.36241589787,24,EN,112.88917366658,EN,112.23843971514214,EN,112.23843971514214,EN,1,0,4,CR,0,CR,0,CR,0,CR,12,606.23459918341,24,EN,108.578361115952,EN,107.87265608734378,EN,107.87265608734378,EN,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Endangered
Carex subspathacea,Carex subspathacea,2015,Least Concern,NA,NA,NA,NA,NA,NA,26,Yes,28061531.7985301,104,EN,15692273.6084937,LC,12145718.114744145,LC,5182965.80647556,LC,23,14221521.3506107,92,EN,7716069.63115454,LC,5418290.502045417,LC,2425645.1658713515,LC,3,16688189.2828458,12,EN,4457018.95155742,LC,6612691.429375261,LC,1473162.1791556454,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Least Concern
Carex tenuiflora,Carex tenuiflora,2015,Least Concern,NA,NA,NA,NA,NA,NA,1119,Yes,81155578.5715001,3576,LC,46703829.2310994,LC,52341065.964526445,LC,37937655.66396858,LC,1006,35743684.0994078,3300,LC,21386134.2522177,LC,22171657.70514089,LC,16036950.026784807,LC,113,79755392.9762377,328,EN,52182577.0521761,LC,50030301.44052859,LC,36008986.273787454,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Least Concern
Carex trisperma,Carex trisperma,2015,Least Concern,NA,NA,NA,NA,NA,NA,17,Yes,2282535.31737673,64,EN,1007762.63660298,LC,959319.363640443,LC,950521.406387772,LC,4,319534.846356207,16,EN,64696.1105920184,LC,62734.23291708784,LC,62734.23291708784,LC,13,1268294.31948727,48,EN,659544.669290557,LC,644681.1282860818,LC,635883.1710334108,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Least Concern
Carex tuckermanii,Carex tuckermanii,2015,Least Concern,NA,NA,NA,NA,NA,NA,18,Yes,1567407.40572226,72,EN,697449.97781898,LC,679701.003469023,LC,677908.1066149586,LC,2,175790.157771689,8,CR,0,CR,0,CR,0,CR,16,744924.621571407,64,EN,283466.735184598,LC,277485.07899699884,LC,275692.18214293395,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Least Concern
Carex unilateralis,Carex unilateralis,2015,Least Concern,NA,NA,NA,95000,95000,LC,3,Yes,4530.76926778136,12,EN,910.205077834597,EN,688.2942397063453,EN,680.926537977517,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4530.76926778136,12,EN,910.205077834597,EN,688.2942397063453,EN,680.926537977517,EN,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Endangered
Carex utriculata,Carex utriculata,2015,Least Concern,NA,NA,NA,NA,NA,NA,233,Yes,39695926.1717604,388,EN,23714250.1666746,LC,22397526.591797642,LC,12974924.566047434,LC,91,19105222.8819305,200,EN,6827854.34170006,LC,7430723.071069833,LC,2782173.1271636453,LC,142,39583692.0933919,216,EN,23598509.3889982,LC,22283483.00196584,LC,12867555.837552115,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Least Concern
Carex vaginata,Carex vaginata,2015,Least Concern,NA,NA,NA,NA,NA,NA,39651,Yes,57986301.3426284,92928,LC,41957262.0834008,LC,41147741.66978093,LC,27136335.143324718,LC,32338,45348355.3717009,77912,LC,28020095.4151739,LC,27689134.064295404,LC,18762444.984097056,LC,7313,56472784.9095677,19132,LC,40288661.9530372,LC,39016296.992780276,LC,25736419.279068146,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Least Concern
Carex vesicaria,Carex vesicaria,2013,Least Concern,NA,NA,NA,NA,NA,NA,34645,Yes,56767945.8366915,58984,LC,34782985.1411161,LC,37534860.361561194,LC,22532055.443669535,LC,9522,23388683.5831868,21016,LC,11653436.6945005,LC,12738251.51100325,LC,4959410.841688548,LC,25123,56767945.8366915,44352,LC,34621526.9189133,LC,37534860.361561194,LC,22532055.443669535,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Least Concern
Carex vulpina,Carex vulpina,2008,Least Concern,NA,NA,NA,NA,NA,NA,7488,No,27740880.2258158,15384,LC,16609353.3731583,LC,15799070.115192302,LC,12845759.196229773,LC,4815,27164665.9457433,10804,LC,15454297.3368064,LC,14599762.91589883,LC,12359646.618574677,LC,2673,10728371.5373652,5864,LC,5296203.76646523,LC,5001848.182352197,LC,4080869.379545114,LC,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Least Concern
Carex vulpinoidea,Carex vulpinoidea,2013,Least Concern,NA,NA,NA,NA,NA,NA,204,Yes,275750854.645332,404,EN,68745187.0446133,LC,65457485.56099922,LC,27961650.182216715,LC,133,275750854.645332,268,EN,57903381.2207355,LC,52927079.15438367,LC,22720969.379301846,LC,71,15627729.1102608,160,EN,7460974.56319873,LC,7412340.975182699,LC,1912694.1290662668,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Least Concern
Carex wiegandii,Carex wiegandii,2015,Least Concern,NA,NA,NA,2500000,2500000,LC,3,Yes,126617.305925276,12,EN,29136.3344406333,NT,29115.38234452749,NT,29115.38234452749,NT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,126617.305925276,12,EN,29136.3344406333,NT,29115.38234452749,NT,29115.38234452749,NT,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Near Threatened
Carnegiea gigantea,Carnegiea gigantea,2010,Least Concern,NA,NA,NA,NA,NA,NA,163,Yes,276069.639177132,408,EN,162600.403711968,LC,161442.70289852843,LC,160307.6231662929,LC,31,65021.7143925138,88,EN,49385.4867492318,LC,49549.89598941229,LC,49549.89598941229,LC,132,259783.732430151,344,EN,147370.442128213,LC,145609.34831766412,LC,145609.34831766412,LC,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Least Concern
Carpinus caroliniana,Carpinus caroliniana,2014,Least Concern,NA,NA,NA,NA,NA,NA,192,Yes,8895221.52227394,536,VU,3807010.46276724,LC,3503580.11196342,LC,2839671.847217413,LC,26,6490648.31285405,64,EN,1276269.24564016,LC,1203166.9830594957,LC,912491.6579465802,LC,166,3594305.10840287,484,EN,2438041.2908087,LC,2402931.708769297,LC,2369571.8830095683,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Least Concern
Carya aquatica,Carya aquatica,2018,Least Concern,NA,NA,NA,NA,NA,NA,18,Yes,1910989.82975133,64,EN,1293515.81556526,LC,1304503.1690543443,LC,949329.2483967725,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,1910989.82975133,64,EN,1293515.81556526,LC,1304503.1690543443,LC,949329.2483967725,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Least Concern
Carya cordiformis,Carya cordiformis,2018,Least Concern,NA,NA,NA,NA,NA,NA,529,Yes,3883916.61981975,1424,VU,2586468.26782187,LC,2565264.614558224,LC,2557957.5481119365,LC,8,619762.959885433,24,EN,54503.1511923506,LC,54638.76980137359,LC,54536.525680965744,LC,521,3883916.61981975,1416,VU,2586468.26782187,LC,2565264.614558224,LC,2557957.5481119365,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Least Concern
Carya floridana,Carya floridana,2018,Least Concern,NA,NA,NA,42842,42842,LC,6,Yes,10285.0287998143,24,EN,3932.61058850537,EN,3832.419682969223,EN,3832.419682969223,EN,1,0,4,CR,0,CR,0,CR,0,CR,5,10285.0287998143,20,EN,3581.78605722659,EN,3463.3401413975516,EN,3463.3401413975516,EN,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Endangered
Carya glabra,Carya glabra,2018,Least Concern,NA,NA,NA,NA,NA,NA,152,Yes,23236498.9691632,528,VU,8088806.76807376,LC,7242311.972845729,LC,1877709.6961077207,LC,19,1943625.40756266,44,EN,1061695.95586668,LC,1064860.8075712137,LC,1044667.3352683824,LC,133,23236498.9691632,484,EN,8088806.76807376,LC,7242311.972845729,LC,1877709.6961077207,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Least Concern
Carya illinoinensis,Carya illinoiensis,2018,Least Concern,NA,NA,NA,2363995,2363995,LC,406,Yes,276674098.471747,1204,VU,173744665.212901,LC,110532500.16787198,LC,42375856.489541486,LC,13,19736807.3641845,36,EN,9321811.84942705,LC,9466648.306019515,LC,2539541.9050777354,LC,393,276674098.471747,1156,VU,173740934.545803,LC,110532500.16787198,LC,42375856.489541486,LC,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Least Concern
Carya laciniosa,Carya laciniosa,2018,Least Concern,NA,NA,NA,NA,NA,NA,28,Yes,22763075.8443801,84,EN,4294601.03654429,LC,3705434.0904520415,LC,1587934.4679769473,LC,10,597761.992538401,12,EN,16115.8669726431,VU,16533.49407476792,VU,16359.13773218682,VU,18,22763075.8443801,68,EN,4247985.7120778,LC,3658286.659348689,LC,1540787.0368735949,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Least Concern
Carya myristiciformis,Carya myristiciformis,2018,Least Concern,NA,NA,NA,NA,NA,NA,6,Yes,546991.295769476,24,EN,268247.23543116,LC,266906.9860576978,LC,266906.9860576978,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,546991.295769476,24,EN,268247.23543116,LC,266906.9860576978,LC,266906.9860576978,LC,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Least Concern
Carya ovata,Carya ovata,2018,Least Concern,NA,NA,NA,NA,NA,NA,862,Yes,43579624.1428362,2532,NT,19117174.5091459,LC,18482019.520239245,LC,6050050.19305105,LC,28,22934040.9173566,80,EN,11152591.8201112,LC,11497348.293812227,LC,3835925.7089935713,LC,834,43579624.1428362,2460,NT,17059233.4094558,LC,16744988.392411783,LC,5017150.381292273,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Least Concern
Carya pallida,Carya pallida,2018,Least Concern,NA,NA,NA,869507,869507,LC,6,Yes,685715.40152785,24,EN,282531.400946257,LC,282762.5972351817,LC,280877.8143419664,LC,1,0,4,CR,0,CR,0,CR,0,CR,5,363742.230639643,20,EN,55424.2711329612,LC,55556.466974898125,LC,53689.518425458664,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Least Concern
Carya texana,Carya texana,2018,Least Concern,NA,NA,NA,603839,603839,LC,28,Yes,2725513.42020103,64,EN,511557.099287988,LC,508286.6983934622,LC,508166.9343450712,LC,10,298.692990427009,24,EN,98.8374815267258,CR,98.79277727592853,CR,98.79277727592853,CR,18,160190.539010009,40,EN,102618.239630512,LC,103291.33267979443,LC,103291.33267979443,LC,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Least Concern
Carya tomentosa,Carya tomentosa,2018,Least Concern,NA,NA,NA,NA,NA,NA,111,Yes,3232556.89462973,396,EN,1698953.86479127,LC,1705080.3892072244,LC,1665334.3755862555,LC,8,203214.299339795,24,EN,96052.7260594277,LC,95585.90847414685,LC,95541.19474002987,LC,103,3232556.89462973,376,EN,1698953.86479127,LC,1705080.3892072244,LC,1665334.3755862555,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Least Concern
Casasia clusiifolia,Casasia clusiifolia,2016,Least Concern,NA,NA,NA,NA,NA,NA,13,No,1768724.74943417,36,EN,321412.509069678,LC,322969.26304103434,LC,10671.192675378683,VU,1,0,4,CR,0,CR,0,CR,NA,NA,12,1768724.74943417,32,EN,321412.509069677,LC,322969.26304103434,LC,10671.192675378683,VU,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Least Concern
Castanea dentata,Castanea dentata,2018,Critically Endangered,NA,NA,NA,NA,NA,NA,519,Yes,32111507.8116862,1616,VU,8366643.12574536,LC,7972373.612592258,LC,4914197.4932188075,LC,17,21546853.3613613,56,EN,2916690.11205493,LC,2310882.3175989594,LC,941782.3323582204,LC,502,32111507.8116862,1524,VU,8366643.12574536,LC,7972373.612592258,LC,4914197.4932188075,LC,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Least Concern
Castela erecta,Castela erecta,2018,Least Concern,68.00,68,EN,1038310.06,1038310.06,LC,228,Yes,562720.943430632,328,EN,337741.761719196,LC,355593.33475244604,LC,314148.9689110429,LC,179,315401.631381398,184,EN,186515.597609865,LC,197298.6912244903,LC,166068.87369552045,LC,49,562115.239573772,168,EN,337263.025747477,LC,354793.00398204825,LC,313526.65430867835,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Least Concern
Castilleja minor,Castilleja minor,2015,Least Concern,NA,NA,NA,NA,NA,NA,9,Yes,400764.021981299,32,EN,187172.558709457,LC,192057.0430223723,LC,192057.0430223723,LC,1,0,4,CR,0,CR,0,CR,0,CR,8,361699.92568449,28,EN,172261.28684536,LC,176035.36704995483,LC,176035.36704995483,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Least Concern
Catabrosa aquatica,Catabrosa aquatica,2013,Least Concern,NA,NA,NA,NA,NA,NA,13022,No,39091180.6881636,18360,LC,24957282.447578,LC,24728926.292281236,LC,19703978.47331061,LC,10422,39091180.6881636,14964,LC,24954240.7681079,LC,24727428.935861822,LC,19703786.721691567,LC,2600,14211010.2656894,4720,LC,8753017.56526894,LC,8522558.59763782,LC,5922434.500196408,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Least Concern
Catalpa speciosa,Catalpa speciosa,2018,Least Concern,NA,NA,NA,NA,NA,NA,1245,Yes,45220820.6118158,1364,VU,22235199.7949044,LC,23293856.420479365,LC,11018905.79947001,LC,145,5056886.37541987,220,EN,2249791.11142088,LC,2250127.7032795567,LC,2249773.8705706536,LC,1100,45220820.6118158,1144,VU,21856036.412719,LC,22875683.769493148,LC,10600733.148483792,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Least Concern
Ceanothus thyrsiflorus,Ceanothus thyrsiflorus,2018,Least Concern,2020.00,2020,NT,463443.47,463443.47,LC,231,Yes,219698471.585443,476,EN,60376661.8522672,LC,67745494.45371556,LC,29945743.008192956,LC,2,19070.5856400642,8,CR,0,CR,0,CR,0,CR,229,219698471.585443,496,EN,60376661.8522672,LC,67745494.45371556,LC,29945743.008192956,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Least Concern
Ceanothus velutinus,Ceanothus velutinus,2018,Least Concern,3384.00,3384,LC,2127703.78,2127703.78,LC,206,Yes,2001633.00823217,660,VU,1393668.42026026,LC,1403537.0251454515,LC,1402864.7658642968,LC,1,0,4,CR,0,CR,0,CR,0,CR,205,2001633.00823217,668,VU,1393668.42026026,LC,1403537.0251454515,LC,1402864.7658642968,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Least Concern
Celtis australis,Celtis australis,2017,Least Concern,NA,NA,NA,NA,NA,NA,7732,No,173439760.436467,8092,LC,102513840.37464,LC,98617931.54164721,LC,48787133.62959038,LC,2518,156882387.65892,3052,LC,41742828.8540164,LC,41102730.98668615,LC,20322470.664248116,LC,5214,173439760.436467,6156,LC,90241236.0637457,LC,86866579.53341684,LC,40985867.65838726,LC,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Least Concern
Celtis ehrenbergiana,Celtis ehrenbergiana,2018,Least Concern,NA,NA,NA,NA,NA,NA,313,Yes,47496006.117572,984,VU,9967521.86284374,LC,11259389.14707138,LC,7707641.127867344,LC,37,33746721.5422755,92,EN,2629231.55494136,LC,2250418.871941317,LC,1413085.0910879024,LC,276,47496006.117572,892,VU,9967521.86284374,LC,11259389.14707138,LC,7707641.127867344,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Least Concern
Celtis iguanaea,Celtis iguanaea,2018,Least Concern,9052.00,9052,LC,25874559.19,25874559.19,LC,146,Yes,58219912.2968258,288,EN,24435460.3365623,LC,23484409.291673973,LC,16444371.071338959,LC,36,32965116.8267781,128,EN,16143029.4644694,LC,14759371.912626753,LC,10139312.192208711,LC,110,58215709.8580803,156,EN,19160481.6673536,LC,18643270.161430214,LC,15337492.759042429,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Least Concern
Celtis laevigata,Celtis laevigata,2017,Least Concern,NA,NA,NA,NA,NA,NA,296,Yes,5798455.49552973,916,VU,3233326.61826592,LC,3286111.2966464506,LC,2625285.39969639,LC,12,3548621.54156596,32,EN,1220713.67860672,LC,1269215.2264634334,LC,1263933.5903877332,LC,284,4067497.26672756,900,VU,2756079.29456095,LC,2758805.7613957496,LC,2189733.1861274643,LC,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Least Concern
Celtis occidentalis,Celtis occidentalis,2018,Least Concern,NA,NA,NA,NA,NA,NA,3164,Yes,261507164.191987,2696,NT,80358314.5844918,LC,94108101.46131143,LC,42402007.39729367,LC,2535,235021490.844795,964,VU,57756813.331671,LC,74587406.06075908,LC,32986699.74240864,LC,629,261507164.191987,1800,VU,80240501.175174,LC,94098701.02284247,LC,42392606.958824694,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Least Concern
Cenchrus macrourus,Cenchrus macrourus,2018,Least Concern,NA,NA,NA,NA,NA,NA,1182,No,109883420.717091,1048,VU,45237618.6097285,LC,42003979.25813516,LC,13943251.44655279,LC,995,109882904.188223,792,VU,31692505.3217713,LC,28050578.46343575,LC,9959987.814626293,LC,187,29646759.4738818,444,EN,14967313.1238609,LC,15063950.905375842,LC,2131306.132922377,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Least Concern
Cenchrus setaceus,Cenchrus setaceus,2017,Least Concern,NA,NA,NA,15412280,15412280,LC,3605,Yes,339932639.989846,2476,NT,295490437.964547,LC,167029639.22533977,LC,57505554.48943853,LC,593,340954932.553434,556,VU,151200172.298038,LC,128491511.00089481,LC,45091956.76350502,LC,3012,336070855.374649,2008,NT,265145730.901618,LC,165412608.3265884,LC,57134717.64884153,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Least Concern
Centaurium erythraea,Centaurium erythraea,2012,Least Concern,NA,NA,NA,NA,NA,NA,14637,No,182104361.707163,27448,LC,79773014.6283753,LC,77075193.77115443,LC,35163228.90003945,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14637,182104361.707163,27448,LC,79773014.6283753,LC,77075193.77115443,LC,35163228.90003945,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Least Concern
Centaurium pulchellum,Centaurium pulchellum,2012,Least Concern,NA,NA,NA,NA,NA,NA,20641,Yes,253157999.57972,31440,LC,181603720.129833,LC,169905137.30001178,LC,61873846.943620384,LC,12075,187164953.701637,20776,LC,74440983.649064,LC,71568725.53283392,LC,38163481.135512,LC,8566,243679247.026402,14836,LC,173233429.001122,LC,159561218.7652776,LC,56491026.57325706,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Least Concern
Centipeda minima,Centipeda minima,2010,Least Concern,NA,NA,NA,NA,NA,NA,1420,No,35100671.4196392,4468,LC,19986766.9774037,LC,20134209.150379207,LC,9091817.891395371,LC,736,28969747.5818429,2464,NT,14841537.7095466,LC,15405357.524952233,LC,8234210.038246596,LC,684,28817060.2873367,2096,NT,13691892.1650575,LC,14727047.223394495,LC,7120720.083913697,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Least Concern
Cephalanthus occidentalis,Cephalanthus occidentalis,2015,Least Concern,NA,NA,NA,NA,NA,NA,364,Yes,56957442.6223221,1248,VU,23492533.4630369,LC,22980955.598588314,LC,8666679.711758126,LC,14,2523518.20721649,48,EN,1110713.87223554,LC,1109639.250036751,LC,1109299.8226171779,LC,350,56957442.6223221,1220,VU,23492533.4630369,LC,22980955.598588314,LC,8666679.711758126,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Least Concern
Cephalanthus salicifolius,Cephalanthus salicifolius,2018,Least Concern,720.00,720,VU,2026353.93,2026353.93,LC,11,Yes,1655687.34192611,44,EN,683181.015483627,LC,691938.9420019481,LC,563939.4658297404,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1655687.34192611,44,EN,683181.015483627,LC,691938.9420019481,LC,563939.4658297404,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Least Concern
Cerastium arvense,Cerastium arvense,2015,Least Concern,NA,NA,NA,NA,NA,NA,32294,Yes,386339060.884244,35372,LC,296224439.108809,LC,255644066.38023776,LC,106577015.53785053,LC,1311,29154075.2788435,2908,NT,14036804.7642349,LC,14630609.23178185,LC,5877835.141796733,LC,30983,386339060.884244,33964,LC,296224439.108809,LC,255644066.38023776,LC,106577015.53785053,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Least Concern
Ceratophyllum demersum,Ceratophyllum demersum,2018,Least Concern,NA,NA,NA,NA,NA,NA,43808,Yes,347788605.453557,46488,LC,280942061.523645,LC,255473477.1404493,LC,114140823.82070677,LC,24467,240024261.418332,29540,LC,170928029.584824,LC,148471913.2256318,LC,80480359.13976859,LC,19341,338640433.880422,26132,LC,258050648.786354,LC,244438183.92987752,LC,110671760.49947777,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Least Concern
Ceratopteris cornuta,Ceratopteris cornuta,2018,Least Concern,NA,NA,NA,NA,NA,NA,22,No,15719391.8812437,56,EN,2304138.14604764,LC,2303593.941305287,LC,1900859.629290731,LC,21,875519.776525389,56,EN,464062.494082287,LC,467120.33552165906,LC,467120.33552165906,LC,1,0,4,CR,0,CR,0,CR,NA,NA,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Least Concern
Ceratopteris thalictroides,Ceratopteris thalictroides,2018,Least Concern,NA,NA,NA,NA,NA,NA,365,Yes,173367345.842314,820,VU,115565246.464002,LC,112820429.27168325,LC,45928127.4872979,LC,331,105570508.64422,704,VU,73465510.6937895,LC,73399082.38956644,LC,27871928.85023504,LC,34,201561306.30173,120,EN,133583204.117547,LC,111825562.21838233,LC,45575166.93698388,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Least Concern
Cercis canadensis,Cercis canadensis,2018,Least Concern,6520,6520,LC,8227516.51,8227516.51,LC,2485,Yes,45574587.7304504,5984,LC,15322688.3401291,LC,14445123.003826166,LC,8300269.918449137,LC,621,44235641.1734307,696,VU,11925114.8184734,LC,10430796.207235966,LC,6794479.038247839,LC,1864,45574587.7304504,5388,LC,15322688.3401291,LC,14445123.003826166,LC,8300269.918449137,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Least Concern
