assessmentId,internalTaxonId,scientificName,code,name
20138109,19892296,Robinia hispida,S,Shrub - size unknown
20138525,19892906,Robinia neomexicana,T,Tree - size unknown
20138525,19892906,Robinia neomexicana,S,Shrub - size unknown
20138922,19891648,Robinia pseudoacacia,TL,Tree - large
20140710,19892504,Senna pendula,SS,Shrub - small
20140710,19892504,Senna pendula,SL,Shrub - large
20142166,19891518,Sesbania drummondii,T,Tree - size unknown
20142166,19891518,Sesbania drummondii,S,Shrub - size unknown
20142981,19892156,Sophora gypsophila,S,Shrub - size unknown
20143567,19893077,Sophora nuttalliana,F,Forb or Herb
20145738,19891638,Sphaerophysa salsula,F,Forb or Herb
20148511,19892876,Lotus nuttallianus,A,Annual
20148511,19892876,Lotus nuttallianus,F,Forb or Herb
20148914,19893048,Syrmatium tomentosum,F,Forb or Herb
20149830,19892512,Tephrosia angustissima,F,Forb or Herb
20151788,19892588,Tephrosia onobrychoides,F,Forb or Herb
20152557,19892640,Tephrosia seminole,F,Forb or Herb
20153824,19892015,Thermopsis montana,F,Forb or Herb
20154255,19892797,Trifolium amabile,F,Forb or Herb
20154500,19893086,Trifolium bejariense,A,Annual
20154500,19893086,Trifolium bejariense,F,Forb or Herb
20155071,19891961,Trifolium ciliolatum,A,Annual
20155071,19891961,Trifolium ciliolatum,F,Forb or Herb
20155567,19891874,Trifolium gymnocarpon,F,Forb or Herb
20156004,19892929,Trifolium parryi,F,Forb or Herb
20156449,174713,Trifolium pratense,F,Forb or Herb
20156449,174713,Trifolium pratense,F,Forb or Herb
20157951,176372,Trifolium subterraneum,A,Annual
20157951,176372,Trifolium subterraneum,F,Forb or Herb
20161035,19892489,Vicia leucophaea,F,Forb or Herb
20161035,19892489,Vicia leucophaea,V,Vines
20161467,19892655,Vicia minutiflora,A,Annual
20161467,19892655,Vicia minutiflora,F,Forb or Herb
20161467,19892655,Vicia minutiflora,V,Vines
20162000,19892285,Vicia ocalensis,F,Forb or Herb
20162000,19892285,Vicia ocalensis,V,Vines
20162684,19379811,Vicia tenuifolia,F,Forb or Herb
20164421,19891812,Zapoteca formosa,S,Shrub - size unknown
20694821,20680285,Ilex opaca,SL,Shrub - large
20694821,20680285,Ilex opaca,TS,Tree - small
20695061,20678718,Ilex cassine,TS,Tree - small
20695256,20694238,Helianthus anomalus,A,Annual
20695256,20694238,Helianthus anomalus,F,Forb or Herb
20695261,20694242,Helianthus argophyllus,A,Annual
20695261,20694242,Helianthus argophyllus,F,Forb or Herb
20695266,20694246,Helianthus arizonensis,F,Forb or Herb
20695271,20694250,Helianthus atrorubens,F,Forb or Herb
20695276,20694260,Helianthus bolanderi,A,Annual
20695276,20694260,Helianthus bolanderi,F,Forb or Herb
20695281,20694276,Helianthus californicus,F,Forb or Herb
20695286,20694280,Helianthus debilis,F,Forb or Herb
20695291,20694284,Helianthus deserticola,A,Annual
20695291,20694284,Helianthus deserticola,F,Forb or Herb
20695296,20694288,Helianthus divaricatus,F,Forb or Herb
20695301,20694293,Helianthus exilis,A,Annual
20695301,20694293,Helianthus exilis,F,Forb or Herb
20695306,20694297,Helianthus giganteus,A,Annual
20695306,20694297,Helianthus giganteus,F,Forb or Herb
20695311,20694301,Helianthus grosseserratus,A,Annual
20695311,20694301,Helianthus grosseserratus,F,Forb or Herb
20695316,20694305,Helianthus maximiliani,F,Forb or Herb
20695321,20694311,Helianthus neglectus,F,Forb or Herb
20695326,20694323,Helianthus niveus,F,Forb or Herb
20695331,20694327,Helianthus nuttallii,A,Annual
20695331,20694327,Helianthus nuttallii,F,Forb or Herb
20695336,20694331,Helianthus paradoxus,A,Annual
20695336,20694331,Helianthus paradoxus,F,Forb or Herb
20695341,20694335,Helianthus pauciflorus,A,Annual
20695341,20694335,Helianthus pauciflorus,F,Forb or Herb
20695346,20694339,Helianthus petiolaris,A,Annual
20695346,20694339,Helianthus petiolaris,F,Forb or Herb
20695351,20694343,Helianthus praecox,F,Forb or Herb
20695356,20694347,Helianthus resinosus,A,Annual
20695356,20694347,Helianthus resinosus,F,Forb or Herb
20695361,20694351,Helianthus salicifolius,A,Annual
20695361,20694351,Helianthus salicifolius,F,Forb or Herb
20695371,20694360,Helianthus silphioides,A,Annual
20695371,20694360,Helianthus silphioides,F,Forb or Herb
20695376,20694364,Helianthus tuberosus,F,Forb or Herb
20755891,20742877,Cucurbita okeechobeensis,F,Forb or Herb
20755891,20742877,Cucurbita okeechobeensis,V,Vines
21251696,167866,Scolochloa festucacea,GR,Graminoid
21251696,167866,Scolochloa festucacea,F,Forb or Herb
21251696,167866,Scolochloa festucacea,H,Hydrophyte
21251982,21251979,Tamarix ramosissima,SL,Shrub - large
21413375,21344233,Hordeum depressum,GR,Graminoid
21413380,21345256,Hordeum pusillum,GR,Graminoid
21413445,21344051,Hordeum brachyantherum,GR,Graminoid
21413460,21344013,Hordeum arizonicum,GR,Graminoid
21413510,21344760,Hordeum jubatum,GR,Graminoid
22486762,22486557,Brodiaea pallida,GE,Geophyte
22488106,22486502,Spiranthes delitescens,F,Forb or Herb
22569735,161916,Kosteletzkya pentacarpos,F,Forb or Herb
22609595,164405,Anacamptis palustris,GE,Geophyte
42308818,164438,Butomus umbellatus,F,Forb or Herb
42312376,164014,Carex divisa,GR,Graminoid
42313146,164048,Carex flava,GR,Graminoid
42313146,164048,Carex flava,F,Forb or Herb
42313838,167845,Carex rostrata,GR,Graminoid
42314491,164353,Eleocharis quinqueflora,GR,Graminoid
42314491,164353,Eleocharis quinqueflora,F,Forb or Herb
42314931,167859,Equisetum palustre,PT,Fern
42314931,167859,Equisetum palustre,H,Hydrophyte
42315452,203004,Equisetum telmateia,F,Forb or Herb
42315452,203004,Equisetum telmateia,PT,Fern
42317827,164139,Crypsis alopecuroides,GR,Graminoid
42318165,164424,Crypsis schoenoides,GR,Graminoid
42318165,164424,Crypsis schoenoides,A,Annual
42319125,167863,Glyceria maxima,GR,Graminoid
42319125,167863,Glyceria maxima,F,Forb or Herb
42319125,167863,Glyceria maxima,H,Hydrophyte
42319751,163972,Lycopus europaeus,F,Forb or Herb
42321061,19210380,Scutellaria galericulata,F,Forb or Herb
42322449,164396,Gratiola officinalis,F,Forb or Herb
42324583,19128012,Spergularia bocconei,A,Annual
42325250,175266,Carex atherodes,GR,Graminoid
42326782,163999,Iris pseudacorus,H,Hydrophyte
42326782,163999,Iris pseudacorus,GE,Geophyte
42327709,164109,Mentha suaveolens,F,Forb or Herb
42328740,164063,Lythrum junceum,F,Forb or Herb
42329075,164323,Lythrum salicaria,SS,Shrub - small
42330756,164339,Galium uliginosum,F,Forb or Herb
42330756,164339,Galium uliginosum,GE,Geophyte
42331187,164136,Thelypteris palustris,F,Forb or Herb
42331187,164136,Thelypteris palustris,GE,Geophyte
42331187,164136,Thelypteris palustris,PT,Fern
42332261,164327,Baldellia ranunculoides,F,Forb or Herb
42334121,167822,Calla palustris,F,Forb or Herb
42334457,164300,Callitriche brutia,H,Hydrophyte
42336259,164371,Callitriche stagnalis,H,Hydrophyte
42337102,175257,Bidens cernua,A,Annual
42337582,168750,Bidens tripartita,H,Hydrophyte
42338497,176585,Barbarea vulgaris,F,Forb or Herb
42339673,176580,Rorippa austriaca,F,Forb or Herb
42339980,176369,Rorippa islandica,A,Annual
42339980,176369,Rorippa islandica,F,Forb or Herb
42340328,176486,Rorippa sylvestris,F,Forb or Herb
42340328,176486,Rorippa sylvestris,GE,Geophyte
42342418,164523,Carex extensa,GR,Graminoid
42342746,167842,Carex lasiocarpa,GR,Graminoid
42343153,167843,Carex limosa,GR,Graminoid
42343536,164003,Carex nigra,GR,Graminoid
42343536,164003,Carex nigra,F,Forb or Herb
42369247,164389,Carex pseudocyperus,GR,Graminoid
42369247,164389,Carex pseudocyperus,F,Forb or Herb
42370710,167846,Carex vesicaria,GR,Graminoid
42373294,167849,Eriophorum angustifolium,GR,Graminoid
42373294,167849,Eriophorum angustifolium,F,Forb or Herb
42373294,167849,Eriophorum angustifolium,H,Hydrophyte
42376572,164040,Schoenoplectus triqueter,GR,Graminoid
42376572,164040,Schoenoplectus triqueter,F,Forb or Herb
42379760,175254,Elatine ambigua,F,Forb or Herb
42379760,175254,Elatine ambigua,H,Hydrophyte
42381075,167858,Equisetum fluviatile,PT,Fern
42381075,167858,Equisetum fluviatile,H,Hydrophyte
42381564,203003,Equisetum hyemale,F,Forb or Herb
42382326,167861,Agrostis canina,GR,Graminoid
42382326,167861,Agrostis canina,H,Hydrophyte
42383133,164020,Agrostis stolonifera,GR,Graminoid
42383133,164020,Agrostis stolonifera,F,Forb or Herb
42384780,164299,Glyceria fluitans,H,Hydrophyte
42384780,164299,Glyceria fluitans,GE,Geophyte
42385633,164468,Glyceria notata,H,Hydrophyte
42385633,164468,Glyceria notata,GE,Geophyte
42387003,164128,Hydrocharis morsus-ranae,F,Forb or Herb
42387003,164128,Hydrocharis morsus-ranae,H,Hydrophyte
42392941,164370,Juncus bulbosus,F,Forb or Herb
42392941,164370,Juncus bulbosus,GE,Geophyte
42393382,164391,Juncus compressus,F,Forb or Herb
42393382,164391,Juncus compressus,GE,Geophyte
42393654,164416,Juncus conglomeratus,F,Forb or Herb
42393925,185722,Juncus hybridus,GR,Graminoid
42393925,185722,Juncus hybridus,A,Annual
42393925,185722,Juncus hybridus,H,Hydrophyte
42395474,164256,Mentha pulegium,F,Forb or Herb
42395980,164464,Mentha spicata,F,Forb or Herb
42396400,203274,Stachys palustris,F,Forb or Herb
42396780,167881,Lemna turionifera,F,Forb or Herb
42396780,167881,Lemna turionifera,H,Hydrophyte
42397476,164154,Lythrum portula,A,Annual
42397943,163993,Menyanthes trifoliata,H,Hydrophyte
42398483,164309,Nymphoides peltata,F,Forb or Herb
42398483,164309,Nymphoides peltata,H,Hydrophyte
42399385,164421,Parnassia palustris,F,Forb or Herb
42399743,163977,Persicaria hydropiper,GR,Graminoid
42399743,163977,Persicaria hydropiper,F,Forb or Herb
42399743,163977,Persicaria hydropiper,H,Hydrophyte
42401362,167897,Potamogeton berchtoldii,F,Forb or Herb
42401362,167897,Potamogeton berchtoldii,H,Hydrophyte
42401843,167904,Potamogeton gramineus,H,Hydrophyte
42402297,167906,Potamogeton praelongus,H,Hydrophyte
42404562,164460,Lysimachia vulgaris,F,Forb or Herb
42404562,164460,Lysimachia vulgaris,GE,Geophyte
42405074,164282,Ranunculus flammula,F,Forb or Herb
42408831,203433,Filipendula ulmaria,F,Forb or Herb
42409554,203465,Salix alba,TL,Tree - large
42409596,164419,Veronica catenata,F,Forb or Herb
42410009,167924,Veronica scutellata,F,Forb or Herb
42410009,167924,Veronica scutellata,H,Hydrophyte
42412037,167925,Sparganium angustifolium,GR,Graminoid
42412037,167925,Sparganium angustifolium,F,Forb or Herb
42412037,167925,Sparganium angustifolium,H,Hydrophyte
42413426,164140,Sparganium erectum,F,Forb or Herb
42413426,164140,Sparganium erectum,H,Hydrophyte
42414281,164166,Sparganium natans,H,Hydrophyte
42415001,167932,Cicuta virosa,F,Forb or Herb
42415881,167934,Oenanthe aquatica,F,Forb or Herb
42415881,167934,Oenanthe aquatica,H,Hydrophyte
42575192,164232,Polypogon monspeliensis,GR,Graminoid
42575192,164232,Polypogon monspeliensis,A,Annual
43116307,168639,Acorus calamus,GR,Graminoid
43118133,177168,Eleocharis atropurpurea,A,Annual
43118133,177168,Eleocharis atropurpurea,F,Forb or Herb
43120269,164245,Juncus inflexus,F,Forb or Herb
43123412,164446,Najas minor,A,Annual
43123412,164446,Najas minor,H,Hydrophyte
43315840,203370,Cypripedium guttatum,GE,Geophyte
43315840,203370,Cypripedium guttatum,F,Forb or Herb
43327599,43315493,Cypripedium acaule,F,Forb or Herb
43327599,43315493,Cypripedium acaule,GE,Geophyte
43327604,43315496,Cypripedium arietinum,F,Forb or Herb
43327604,43315496,Cypripedium arietinum,GE,Geophyte
43327619,43315511,Cypripedium californicum,F,Forb or Herb
43327619,43315511,Cypripedium californicum,GE,Geophyte
43327624,43315514,Cypripedium candidum,F,Forb or Herb
43327624,43315514,Cypripedium candidum,GE,Geophyte
43327649,43315656,Cypripedium fasciculatum,F,Forb or Herb
43327649,43315656,Cypripedium fasciculatum,GE,Geophyte
43327694,43316810,Cypripedium montanum,F,Forb or Herb
43327694,43316810,Cypripedium montanum,GE,Geophyte
43327704,43316816,Cypripedium parviflorum,F,Forb or Herb
43327704,43316816,Cypripedium parviflorum,GE,Geophyte
43327709,43316819,Cypripedium passerinum,F,Forb or Herb
43327709,43316819,Cypripedium passerinum,GE,Geophyte
43327719,43316825,Cypripedium reginae,F,Forb or Herb
43327719,43316825,Cypripedium reginae,GE,Geophyte
43327759,43316849,Cypripedium yatabeanum,F,Forb or Herb
43327759,43316849,Cypripedium yatabeanum,GE,Geophyte
44340071,44340011,Hydrastis canadensis,F,Forb or Herb
44399779,44392988,Scleria reticularis,GR,Graminoid
44400777,44393137,Carex debilis,GE,Geophyte
44401411,13506888,Andropogon virginicus,GR,Graminoid
44401411,13506888,Andropogon virginicus,F,Forb or Herb
44403733,44393073,Gloriosa superba,GE,Geophyte
44412740,44392622,Sporobolus coahuilensis,GR,Graminoid
44412740,44392622,Sporobolus coahuilensis,A,Annual
44414263,44392189,Ventenata dubia,GR,Graminoid
44414464,44392775,Cyperus drummondii,GR,Graminoid
44414464,44392775,Cyperus drummondii,GE,Geophyte
44414464,44392775,Cyperus drummondii,F,Forb or Herb
44415699,44392606,Ehrharta stipoides,GR,Graminoid
44418025,44392866,Brodiaea minor,GE,Geophyte
44418025,44392866,Brodiaea minor,F,Forb or Herb
44418323,44392890,Scleria triglomerata,F,Forb or Herb
44418323,44392890,Scleria triglomerata,GE,Geophyte
44418726,44392610,Bromus suksdorfii,GR,Graminoid
44418726,44392610,Bromus suksdorfii,F,Forb or Herb
44419499,44392844,Carex louisianica,GR,Graminoid
44419499,44392844,Carex louisianica,GE,Geophyte
44420029,44392569,Platanthera tipuloides,GE,Geophyte
44421968,19002684,Asphodelus fistulosus,GE,Geophyte
44422197,44392806,Fritillaria falcata,GE,Geophyte
44422250,175302,Carex canescens,GR,Graminoid
44422250,175302,Carex canescens,GE,Geophyte
44423567,44392665,Chondrosum gracile,GR,Graminoid
44423567,44392665,Chondrosum gracile,F,Forb or Herb
44428513,44392747,Stipa scribneri,GR,Graminoid
44428926,44392456,Carex vulpina,GR,Graminoid
44428926,44392456,Carex vulpina,A,Annual
44429924,44393213,Lipocarpha maculata,A,Annual
44429924,44393213,Lipocarpha maculata,GR,Graminoid
44430349,44393264,Cyperus grayi,GR,Graminoid
44430349,44393264,Cyperus grayi,GE,Geophyte
44439796,44393334,Calamagrostis canadensis,GR,Graminoid
44439796,44393334,Calamagrostis canadensis,GE,Geophyte
44441027,44393151,Cottea pappophoroides,GR,Graminoid
44443711,44393469,Cynodon transvaalensis,GR,Graminoid
44445105,44392205,Helictotrichon canescens,GR,Graminoid
44447499,44393090,Muhlenbergia arenicola,GR,Graminoid
44449022,44393211,Muhlenbergia spiciformis,GR,Graminoid
44453901,44393076,Paspalum pleostachyum,GR,Graminoid
44453987,44393145,Paspalum repens,GR,Graminoid
44456174,44393141,Setaria setosa,GR,Graminoid
44456174,44393141,Setaria setosa,F,Forb or Herb
44457931,44392390,Xyris elliottii,GR,Graminoid
44457931,44392390,Xyris elliottii,F,Forb or Herb
44458107,44392335,Phippsia algida,GR,Graminoid
44458510,44393060,Tillandsia ionantha,L,Lithophyte
44458510,44393060,Tillandsia ionantha,F,Forb or Herb
44458510,44393060,Tillandsia ionantha,E,Epiphyte
44458929,44393234,Phleum alpinum,GR,Graminoid
44460201,44393427,Spiranthes casei,GE,Geophyte
44460201,44393427,Spiranthes casei,F,Forb or Herb
44461465,44392137,Aristida purpurea,GR,Graminoid
44461465,44392137,Aristida purpurea,F,Forb or Herb
44462548,44392274,Poa bolanderi,GR,Graminoid
44462548,44392274,Poa bolanderi,A,Annual
44464089,44392899,Carex digitalis,GR,Graminoid
44464089,44392899,Carex digitalis,GE,Geophyte
44464480,44393344,Carex conoidea,GR,Graminoid
44464480,44393344,Carex conoidea,GE,Geophyte
44465046,44392674,Carex bulbostylis,GR,Graminoid
44465046,44392674,Carex bulbostylis,GE,Geophyte
44465219,44392897,Carex fissa,GR,Graminoid
44465219,44392897,Carex fissa,GE,Geophyte
44466058,44393696,Echeandia flavescens,F,Forb or Herb
44466058,44393696,Echeandia flavescens,GE,Geophyte
44466658,44392936,Carex rossii,GR,Graminoid
44466658,44392936,Carex rossii,GE,Geophyte
44466959,44392280,Carex parryana,GR,Graminoid
44466959,44392280,Carex parryana,GE,Geophyte
44467538,44393064,Carex lachenalii,GR,Graminoid
44467538,44393064,Carex lachenalii,GE,Geophyte
44468013,44392761,Carex norvegica,GR,Graminoid
44468013,44392761,Carex norvegica,GE,Geophyte
44468279,44392324,Eleocharis flavescens,GR,Graminoid
44468279,44392324,Eleocharis flavescens,GE,Geophyte
44469615,44392649,Glyceria septentrionalis,GR,Graminoid
44488384,44393464,Lasiacis divaricata,GR,Graminoid
44490861,44392694,Puccinellia arctica,GR,Graminoid
44491047,44392781,Brachiaria subquadripara,GR,Graminoid
44491047,44392781,Brachiaria subquadripara,A,Annual
44492598,18963261,Setaria parviflora,GR,Graminoid
44493019,44393631,Vulpia octoflora,GR,Graminoid
44494847,44393298,Panicum strigosum,GR,Graminoid
44495560,44392435,Bulbostylis capillaris,GR,Graminoid
44495560,44392435,Bulbostylis capillaris,A,Annual
44502078,18990775,Gladiolus italicus,GE,Geophyte
44508366,44392851,Poa angustifolia,GR,Graminoid
44514773,44392733,Oeceoclades maculata,GE,Geophyte
44514773,44392733,Oeceoclades maculata,F,Forb or Herb
44514773,44392733,Oeceoclades maculata,E,Epiphyte
44515695,44392741,Malaxis brachystachys,GE,Geophyte
44515695,44392741,Malaxis brachystachys,F,Forb or Herb
44519710,44393259,Calamagrostis coarctata,GR,Graminoid
44519710,44393259,Calamagrostis coarctata,F,Forb or Herb
44520303,44392366,Eragrostis silveana,GR,Graminoid
44520303,44392366,Eragrostis silveana,F,Forb or Herb
44520505,44393191,Chusquea circinata,GR,Graminoid
44520505,44393191,Chusquea circinata,F,Forb or Herb
44521191,44392289,Stipa kingii,GR,Graminoid
44521620,44392395,Calamagrostis inexpansa,GR,Graminoid
44531856,13507050,Asparagus aethiopicus,V,Vines
44531856,13507050,Asparagus aethiopicus,SL,Shrub - large
44534132,44392488,Poa hartzii,GR,Graminoid
44535997,44392858,Festuca elmeri,GR,Graminoid
44535997,44392858,Festuca elmeri,F,Forb or Herb
44538932,44393135,Puccinellia angustata,GR,Graminoid
44539931,44393654,Calamagrostis lapponica,GR,Graminoid
44539931,44393654,Calamagrostis lapponica,F,Forb or Herb
44541190,44392588,Carex arapahoensis,GE,Geophyte
44541190,44392588,Carex arapahoensis,GR,Graminoid
44544960,44393126,Schizostachyum glaucifolium,GR,Graminoid
44545361,44393376,Brachiaria texana,GR,Graminoid
44545361,44393376,Brachiaria texana,F,Forb or Herb
45461549,164488,Leucojum aestivum,F,Forb or Herb
45461549,164488,Leucojum aestivum,GE,Geophyte
45461779,169024,Limnophila indica,F,Forb or Herb
47600649,62390,Ilex vomitoria,SL,Shrub - large
47600649,62390,Ilex vomitoria,TS,Tree - small
47600755,19073408,Helianthus annuus,F,Forb or Herb
49196223,49196213,Spathodea campanulata,TL,Tree - large
49529257,169017,Cyperus iria,GR,Graminoid
50025912,50025687,Amygdalus minutiflora,SS,Shrub - small
50025987,50025974,Amygdalus texana,SS,Shrub - small
50135655,50135652,Prunus besseyi,SS,Shrub - small
50472010,50471966,Prunus hortulana,TS,Tree - small
50475935,50475932,Prunus maritima,SS,Shrub - small
50475935,50475932,Prunus maritima,SL,Shrub - large
50623181,50623166,Prunus munsoniana,TL,Tree - large
50623779,50623767,Prunus murrayana,SS,Shrub - small
50623779,50623767,Prunus murrayana,TS,Tree - small
50626781,50049394,Amygdalus andersonii,SS,Shrub - small
50632509,50631663,Prunus pensylvanica,TL,Tree - large
50635661,50635658,Prunus rivularis,SS,Shrub - small
50636877,50636821,Prunus subcordata,TS,Tree - small
50668334,50668331,Prunus umbellata,TS,Tree - small
50668334,50668331,Prunus umbellata,SL,Shrub - large
50672305,50669154,Prunus americana,TL,Tree - large
50673313,50673310,Prunus angustifolia,SL,Shrub - large
50673313,50673310,Prunus angustifolia,TS,Tree - small
50673950,50136459,Prunus emarginata,SL,Shrub - large
50673950,50136459,Prunus emarginata,TS,Tree - small
50673957,50403541,Prunus gracilis,SL,Shrub - large
50673974,50458195,Prunus harvardii,SS,Shrub - small
50674005,50137962,Prunus mexicana,TL,Tree - large
51207392,51207376,Betula cordifolia,TS,Tree - small
51208054,51208029,Betula murrayana,TS,Tree - small
53798707,19108751,Silene vulgaris,F,Forb or Herb
56503810,56503729,Strumpfia maritima,SS,Shrub - small
56503835,56503710,Ernodea littoralis,TS,Tree - small
56503850,56503696,Guettarda scabra,SL,Shrub - large
56503850,56503696,Guettarda scabra,TS,Tree - small
56503860,56503706,Catesbaea parviflora,SL,Shrub - large
56503890,62558,Cordia sebestena,TL,Tree - large
56503966,56503531,Chiococca alba,SL,Shrub - large
56504046,56499094,Varronia bullata,SL,Shrub - large
58084864,58084855,Alopecurus magellanicus,GR,Graminoid
58084864,58084855,Alopecurus magellanicus,F,Forb or Herb
60757583,60757580,Aesculus flava,TL,Tree - large
60757592,60757589,Aesculus glabra,TL,Tree - large
60761662,60761659,Andira inermis,TS,Tree - small
60761662,60761659,Andira inermis,TL,Tree - large
61220275,61220272,Arbutus menziesii,TS,Tree - small
61220275,61220272,Arbutus menziesii,TL,Tree - large
61580281,173010,Pyrus communis,TS,Tree - small
61580281,173010,Pyrus communis,TL,Tree - large
61788179,61788175,Thespesia populnea,SL,Shrub - large
61788179,61788175,Thespesia populnea,TS,Tree - small
61788232,61788230,Tilia americana,TL,Tree - large
61855173,61855167,Malus fusca,TS,Tree - small
61886723,61886714,Maclura pomifera,TS,Tree - small
61890113,61890109,Morus rubra,TS,Tree - small
61918432,61918430,Fraxinus americana,TL,Tree - large
61918522,61918519,Fraxinus latifolia,TL,Tree - large
61918721,61918683,Fraxinus nigra,TL,Tree - large
61919002,61918934,Fraxinus pennsylvanica,TL,Tree - large
61919114,61919112,Fraxinus quadrangulata,TL,Tree - large
61957074,61957071,Frangula purshiana,SL,Shrub - large
61957074,61957071,Frangula purshiana,TS,Tree - small
61959757,61959749,Populus balsamifera,TS,Tree - small
61959757,61959749,Populus balsamifera,TL,Tree - large
61959843,61959841,Populus grandidentata,TS,Tree - small
61959843,61959841,Populus grandidentata,TL,Tree - large
61959867,61959850,Populus heterophylla,TL,Tree - large
61960206,61960204,Populus trichocarpa,TL,Tree - large
61960328,61960325,Salix nigra,TS,Tree - small
61960328,61960325,Salix nigra,TL,Tree - large
61961056,61961045,Acer nigrum,TL,Tree - large
61966819,61966807,Ulmus glabra,TL,Tree - large
61966949,61966946,Ulmus crassifolia,TS,Tree - small
61966949,61966946,Ulmus crassifolia,TL,Tree - large
61967384,61967382,Ulmus rubra,TL,Tree - large
61967401,61967392,Ulmus thomasii,TL,Tree - large
61983002,61982990,Quercus kelloggii,SL,Shrub - large
61983002,61982990,Quercus kelloggii,TS,Tree - small
61983002,61982990,Quercus kelloggii,TL,Tree - large
61983023,61983021,Quercus lobata,TL,Tree - large
61984088,61984086,Rhus typhina,TS,Tree - small
61985362,61985360,Catalpa bignonioides,TS,Tree - small
61985373,61985370,Catalpa speciosa,TL,Tree - large
61987970,61987968,Celtis laevigata,TL,Tree - large
61987998,61987996,Celtis occidentalis,TL,Tree - large
61990555,61990552,Nyssa aquatica,TL,Tree - large
61990590,61990588,Nyssa sylvatica,TS,Tree - small
61990590,61990588,Nyssa sylvatica,TL,Tree - large
62002628,62002626,Elaeagnus angustifolia,SL,Shrub - large
62002628,62002626,Elaeagnus angustifolia,TS,Tree - small
62002836,62002834,Kalmia latifolia,SS,Shrub - small
62002836,62002834,Kalmia latifolia,SL,Shrub - large
62002836,62002834,Kalmia latifolia,TS,Tree - small
62003254,62002889,Oxydendrum arboreum,TS,Tree - small
62004469,62004455,Castanea dentata,TS,Tree - small
62004469,62004455,Castanea dentata,TL,Tree - large
62004682,62004680,Chrysolepis chrysophylla,SL,Shrub - large
62004682,62004680,Chrysolepis chrysophylla,TS,Tree - small
62004682,62004680,Chrysolepis chrysophylla,TL,Tree - large
62004696,62004694,Fagus grandifolia,TL,Tree - large
62005616,62005598,Notholithocarpus densiflorus,SL,Shrub - large
62005616,62005598,Notholithocarpus densiflorus,TL,Tree - large
62018975,62018973,Hamamelis virginiana,TL,Tree - large
62019579,62019576,Carya aquatica,TL,Tree - large
62019600,62019598,Carya cordiformis,TL,Tree - large
62019609,62019607,Carya glabra,TL,Tree - large
62019633,62019631,Carya laciniosa,TL,Tree - large
62019642,62019640,Carya myristiciformis,TL,Tree - large
62019651,62019649,Carya ovata,TL,Tree - large
62019714,62019712,Juglans nigra,TL,Tree - large
62020489,62020487,Sassafras albidum,TL,Tree - large
62077558,62077548,Gordonia lasianthus,TS,Tree - small
62077558,62077548,Gordonia lasianthus,TL,Tree - large
62085867,62085861,Stewartia malacodendron,SL,Shrub - large
62085867,62085861,Stewartia malacodendron,TS,Tree - small
62086373,62086365,Stewartia ovata,SL,Shrub - large
62086373,62086365,Stewartia ovata,TS,Tree - small
62754647,177006,Fimbristylis littoralis,A,Annual
62754647,177006,Fimbristylis littoralis,F,Forb or Herb
63303037,164176,Sphenoclea zeylanica,A,Annual
63303037,164176,Sphenoclea zeylanica,F,Forb or Herb
63303556,164026,Isolepis cernua,GR,Graminoid
63303556,164026,Isolepis cernua,A,Annual
63306495,164368,Osmunda regalis,PT,Fern
63307717,164123,Montia fontana,A,Annual
63309730,164182,Ranunculus aquatilis,H,Hydrophyte
63310286,164098,Limosella aquatica,A,Annual
63729730,30954,Quercus graciliformis,TS,Tree - small
64175905,64175902,Basiphyllaea corallicola,F,Forb or Herb
64175949,64175940,Corallorhiza bentleyi,F,Forb or Herb
64175968,64175965,Galeandra bicarinata,F,Forb or Herb
64176207,64176203,Hexalectris warnockii,F,Forb or Herb
64176361,64176353,Malaxis bayardii,F,Forb or Herb
64176428,64176425,Malaxis wendtii,F,Forb or Herb
64176476,64176473,Oncidium ensatum,F,Forb or Herb
64176583,64176580,Platanthera yadonii,F,Forb or Herb
64176638,64176634,Platanthera chapmanii,F,Forb or Herb
64176727,64176722,Peristylus holochila,F,Forb or Herb
64176739,64176733,Platanthera integrilabia,F,Forb or Herb
64176769,64176760,Platanthera leucophaea,F,Forb or Herb
64176787,64176784,Platanthera yosemitensis,F,Forb or Herb
64176813,64176810,Platanthera zothecina,F,Forb or Herb
64176871,64176842,Eulophia ecristata,F,Forb or Herb
64176893,64176890,Spiranthes torta,F,Forb or Herb
64176934,64176923,Spiranthes brevilabris,F,Forb or Herb
64176968,64176965,Spiranthes diluvialis,F,Forb or Herb
64176992,64176975,Spiranthes infernalis,F,Forb or Herb
64177008,64177005,Spiranthes parksii,F,Forb or Herb
64177020,64177016,Triphora craigheadii,F,Forb or Herb
64177045,64177031,Triphora amazonica,F,Forb or Herb
64177065,64177061,Triphora yucatanensis,F,Forb or Herb
64990486,64990398,Helianthus hirsutus,F,Forb or Herb
64990523,64989879,Helianthus decapetalus,F,Forb or Herb
65215480,64176265,Isotria medeoloides,F,Forb or Herb
65215487,64176137,Hexalectris revoluta,F,Forb or Herb
65905991,167871,Hydrilla verticillata,H,Hydrophyte
65905991,167871,Hydrilla verticillata,F,Forb or Herb
65910896,164157,Cladium mariscus,F,Forb or Herb
65910896,164157,Cladium mariscus,GR,Graminoid
65914179,164223,Juncus effusus,F,Forb or Herb
65914179,164223,Juncus effusus,GE,Geophyte
